A11,A22,A33,A23,A13,A12,B11,B22,B33,B23,B13,B12 ,D11,D22,D33,D23,D13,D12
41.35831494,416.4246183,15.7866829,0.120699902,0.138729695,19.64811595,-5.269403346,-7.003595777,-0.633305805,0.048353689,0.056091982,-7.980617053,1375.884706,5375.895686,581.9147541,0.119386924,0.176315275,637.8701283
21.05217679,339.3703006,42.27469965,83.72634836,16.3516308,10.70194985,-8.96e-05,-0.000418395,-0.001259556,-0.000433201,0.001176073,-0.000351523,692.6262879,4049.613883,599.5986022,894.7496553,342.2770334,97.7853178
52.27102906,417.5961238,19.54839441,0.053087899,0.033317373,27.312912,-9.73e-07,-2.83e-05,8.26e-08,-1.31e-05,-2.68e-07,-1.4e-05,1776.722296,5533.826531,610.3210893,-8.8e-05,-3.38e-06,918.1743363
38.50619571,398.9069198,17.52599764,1.233009953,1.358690588,15.9944975,6.40834993,0.456725227,-1.917517528,0.318391295,0.21295238,2.970329351,1269.083174,5089.123121,559.2232945,18.00352102,24.34586773,543.9402538
20.47164772,370.3787734,25.37504915,58.19612943,12.13292814,6.453450582,0.002985005,0.121554215,2.559621396,4.550453721,1.370115832,-0.02144269,673.0516729,4529.459432,491.6480325,683.3369779,357.5036247,103.3488223
40.74301323,318.8640073,16.39926693,0.02451728,0.023369443,19.59696036,-11.49799878,-0.407791032,-2.584132974,-0.006452424,-0.002595293,11.87271789,1331.235085,4162.016113,439.5655751,2.485267867,2.61190609,691.2988944
25.89144347,279.0736672,22.72714144,0.056922265,0.062085475,8.101913719,0.707087372,0.025332094,8.218266073,-0.018302491,-0.016695284,0.240503008,897.4974911,3219.104033,218.2164908,-0.749556078,-0.04325617,456.2935903
20.7402835,373.5852492,24.07621944,55.26288175,11.83437006,6.214010382,0.022600442,0.196611169,3.011958509,6.763035692,1.812402003,-0.02235461,682.5700783,4571.394067,487.4582695,657.017684,354.6769832,103.3869348
38.00179443,332.8962758,12.10326487,-3.730799197,-0.174100119,19.76313793,-1.64e-05,-9.67e-06,1.05e-05,1.05e-05,1.28e-05,-2.75e-05,1216.703297,4361.590911,412.6900561,-24.12152035,1.967821164,685.3855504
38.86863464,337.240511,13.18981763,0.026981408,0.021579535,20.15160172,-10.2610549,-0.154396046,-0.264301079,0.003847542,0.002785998,-4.514275066,1245.037801,4418.470408,411.841592,-1.393546831,-1.470517323,696.1757596
26.08637467,408.1953465,15.26405195,0.022017457,0.018792296,12.89704447,0.782500137,5.026234362,1.291233278,-0.001963264,-0.000600272,3.361699486,893.9243711,5332.756734,492.3615085,-0.001592144,0.026432137,474.828332
33.00243689,311.8748154,21.38513354,-1.07749144,-2.139872851,7.532444256,-8.55445307,0.266162054,4.094761268,0.322728918,-0.11073308,-3.225257384,1146.702258,3708.015403,406.7447019,-192.8902544,-89.32651501,400.8911757
26.91365316,413.6077587,15.84752459,-10.40786076,-0.704157301,13.69755415,-31.18002737,-7.091721944,-2.627159009,-0.734510091,1.656777957,-10.21649502,939.8310619,5541.107697,424.2902039,-4.605285202,10.41520428,528.2396859
48.12358517,418.6201574,17.85046254,4.125080341,0.974854475,24.91724793,1.712922589,0.74514335,-0.313857669,1.077972396,0.69890708,1.056666203,1619.207259,5502.371064,588.9309702,42.87871146,28.13788038,822.2556517
28.5983174,389.4393054,20.682066,-41.61564777,-8.619829119,10.93310349,-3.444414942,-3.618302466,-4.649569373,-25.01215228,-15.82735368,-2.619796145,955.1958056,4926.369769,527.416201,-452.9281863,-232.968102,325.0421586
22.51442336,370.6043008,26.02051233,-58.57320802,-12.01991297,8.041698241,1.072373052,2.556002231,9.047394302,-16.80858841,-6.374539429,0.57324106,757.4902892,4574.517456,521.1233397,-656.6574128,-315.9616029,150.9894567
41.1785802,355.2856602,13.83529289,0.01476666,0.014998806,21.83155679,-10.33887035,0.062265128,0.140889753,-0.000243225,9.86e-05,-3.574782863,1343.697669,4673.481431,458.8973459,0.926910349,0.968108457,748.5611474
27.52036244,411.3564944,14.70393966,0.023718434,0.023673555,12.86524584,1.684050253,-10.26719938,1.007977191,-0.002639289,-0.002864796,-6.640072779,946.1326767,5347.352613,520.4890362,-0.012748359,0.022627089,467.0153153
45.17361863,380.4165891,15.39931894,0.016310394,0.015376472,24.11720676,2.96e-05,4.89e-06,0.000331838,0.101984406,-0.947023592,1.71e-05,1499.27853,5026.564071,517.564396,-0.000876004,0.001193987,818.6648947
46.25498768,388.1272473,14.59533458,0.209380782,0.30336313,24.69582066,-3.47e-05,0.00010439,1.16e-07,4.27e-05,-2.1e-05,2.05e-05,1540.75353,5141.389731,525.165195,0.000291747,-0.000164416,839.9172035
51.89447753,421.3360659,17.46673424,0.017825304,0.017557537,27.15586043,-1.37e-05,-3.16e-06,3.07e-05,-0.185636783,0.01103165,-1.13e-05,1764.784574,5585.846164,598.2665071,-0.068957457,-0.101580346,912.0424717
40.340824,293.8268289,22.77444071,11.11134874,2.886044107,15.62951493,5.36353104,-0.974616698,5.138172114,-4.325279546,-1.251062946,-1.334035776,1189.46862,4138.475997,455.1111835,-27.43894704,-8.016877686,448.3627235
40.53169468,394.7011636,19.15224898,-1.652062236,-1.320268098,18.38935683,0.169399672,-0.152177035,-1.853232528,-1.051244325,-0.675402281,-0.254763489,1419.796711,5104.183888,583.794376,-6.916370426,-4.615103586,665.2168894
22.08725112,364.5205441,28.81109919,-63.96733787,-12.74614722,8.521652323,0.97522296,2.653029039,12.9045366,-16.39587824,-6.912868705,0.488836147,742.8114664,4485.917542,529.983943,-707.6601867,-322.6807912,147.84809
38.00447933,333.1214847,12.03145669,0.029181365,0.021057202,19.74765347,-3.11e-05,4.74e-06,7.51e-06,-7.11e-06,-4.12e-05,-4.17e-05,1216.704535,4362.860442,412.2968922,9.6e-05,-0.000123471,685.2171001
29.51928057,406.8945852,15.29703661,0.039335292,0.039712439,10.86058392,5.01e-06,-9.39e-07,-0.000106954,2.650911937,1.964949204,4.3e-06,994.8228718,5137.771229,509.0837945,-0.274390487,-0.472993027,383.3652518
38.00317863,328.802597,13.04474807,0.021526345,0.020298859,19.35078383,-9.690256162,0.215730156,0.314346282,-0.002621206,-0.002657785,-4.883356063,1203.488867,4299.318672,389.7416589,1.434494061,1.501399042,671.0640948
46.12885065,386.9339736,15.76746735,0.570327048,0.60972087,25.19591387,0.000126324,-2.92e-05,1.35e-06,-1.56e-05,6.67e-05,4.74e-05,1536.377219,5102.539816,529.5669456,-0.000117461,0.000393035,834.1673991
52.38480083,421.8739333,17.32801991,0.023033018,0.02162853,27.44148834,-1.11e-06,-1.97e-05,-1.4e-07,-9.45e-06,-5.85e-07,-9.21e-06,1783.514407,5605.253967,602.1672127,-4.22e-05,-2.09e-06,924.9870551
49.46690525,419.2662301,17.89334758,-0.709023105,-0.182576817,25.71118589,-0.311637912,-0.13924809,-0.005882086,-0.696078519,-0.198086206,-0.195569671,1676.823767,5523.72042,590.3467174,-6.979747776,-4.291791609,856.5113397
27.48923291,407.5536738,16.56384292,17.20090374,2.428161058,13.41274845,0.937138419,4.892878156,38.522402,-20.71014019,-15.37839864,3.445486248,941.6329686,5285.442769,517.4425954,176.4041021,57.21772071,467.2610314
38.03555685,337.9440593,7.073718253,0.023631784,0.015565682,20.07012656,0.000107432,-3.23e-05,-1.39e-05,-3.19e-05,3.45e-05,2.35e-05,1211.312346,4439.893915,385.3010378,-9.86e-05,0.000173431,696.2631334
34.20098653,366.0035956,12.10525885,0.057816311,0.058041772,10.64993506,-8.376328722,-2.128342392,-5.179874695,0.018149512,0.018811859,-5.608506365,1188.818542,4803.805492,458.9927581,0.150491901,0.012665621,518.0970822
39.77166661,358.5040117,21.62025674,0.034172232,0.034193513,18.64156629,0.333454193,-0.453730778,3.323819625,0.005314963,0.00728576,-0.080764917,1325.779974,4513.085536,530.8977938,0.091618735,0.31405621,574.000292
44.92403954,380.8604201,13.58606142,0.556181387,0.607909286,24.00849261,0.000125844,9.35e-05,8.15e-06,4.21e-05,9.36e-05,0.000139722,1489.497063,5042.778481,505.5342511,0.000224996,0.000525671,820.1635264
52.34390636,420.2844885,18.13790033,3.533324338,0.07392159,27.40382041,-7.3e-07,1.72e-06,1.44e-06,1.83e-07,-4.61e-07,2.56e-07,1781.413241,5580.648177,605.2319164,22.52817789,-2.594880682,923.1307475
25.65202019,410.9426518,15.06166286,0.011791111,0.047106416,13.02570649,-5.844452039,-5.323542374,-1.802357163,0.00297336,0.016994557,-4.757242412,893.716339,5256.383854,448.300115,-0.024434781,0.030459618,480.7299892
22.61958406,414.0806862,9.577279867,-0.789984848,-0.86437096,6.241908363,-7.22e-05,-6.45e-05,-1.2e-07,-3.68e-05,-3.66e-05,-6.68e-05,810.1744727,5342.02003,548.5242563,-0.000205792,-0.000228143,280.8399689
30.52158701,396.2516027,18.41565149,33.54752234,7.38858787,11.00014404,1.07e-05,-1.6e-05,3.9e-06,-3.1e-05,2.02e-05,-2.1e-05,1027.674992,5060.476225,526.3467838,382.0308666,220.8838826,375.1018717
3.125760953,455.8792635,4.31438376,-0.000505093,0.115098311,-3.364987973,3.22e-06,-1.95e-05,-4.18e-07,-3.16e-05,3.1e-06,1.53e-05,144.3895191,5440.344573,22.60775119,-6.59e-06,9.35e-06,-58.44281962
37.66056268,398.1076759,17.55879981,-0.093880415,-0.025892305,15.14972566,6.806023953,0.553582904,1.902427295,0.051882984,0.022594442,3.220526429,1278.843932,5093.019403,559.8505509,0.916335545,0.765402184,550.1025718
33.57901805,336.1802804,11.6058239,0.320196589,0.322539587,9.901288473,-8.34435217,0.078910545,-7.74738656,0.135445128,0.140222869,-2.807873909,1171.897252,4326.831913,406.6467397,0.499906504,-0.1241473,509.0472007
36.86754717,322.541769,12.53057349,0.037059251,0.029003393,18.76869599,-3.35e-05,0.000123209,-1.3e-05,2.04e-05,-7.3e-06,1.3e-05,1170.146062,4213.189903,398.7887379,0.000220987,-0.00012772,655.6501494
15.39939006,399.9643587,19.68587128,-11.03230169,-4.379371513,1.315091907,0.5294112,49.29639344,1.921441172,6.87359832,2.890150895,27.59687986,821.6019991,5342.587752,430.7955532,43.3070594,18.21690022,485.1236016
17.88778937,401.5624004,18.56695906,-4.349215899,-3.204043638,8.093202005,0.527257608,-38.88317205,-2.109132916,-3.129794525,-2.068479274,-22.8776023,834.1352177,5087.504052,401.7063505,-19.70143447,-13.03635856,456.7971558
29.50006429,391.6942997,19.02167378,37.94853633,7.894555735,9.90205617,0.000182764,4.62e-05,5.63e-05,-0.000195843,-0.000122145,0.000139032,999.0784195,5008.01901,522.1242696,423.5569833,232.6530179,349.0051907
25.00877858,407.869228,15.83092093,0.818576414,0.753346124,13.52386043,0.508008543,-4.856529263,-0.499344761,0.89954606,0.01530331,-2.977172477,854.4842682,5325.738748,450.6999448,26.62274393,0.658725303,475.0572464
25.5846438,407.4782519,15.02404912,0.01895262,0.030347293,12.92199358,0.651280579,5.19034754,1.69820258,-0.002777419,-0.007043666,3.278228509,882.9282912,5212.001215,447.3706142,-0.005631097,0.001187696,474.3098538
49.31631287,415.2428245,19.80060161,0.028877878,0.019755905,25.57289819,-0.000157459,-2.84e-05,0.003105493,3.362451898,0.17997348,-9.65e-05,1670.18844,5450.295113,590.2380232,-0.131491284,-0.284775066,848.724276
26.20653103,407.6030656,15.06878706,0.02375355,0.023458173,12.7301376,0.909307588,-5.163978429,-1.517355702,0.003069629,0.003058326,-2.930441581,910.4847132,5215.492412,471.7017327,0.013903023,-0.021303322,466.0153088
31.25349235,416.0302314,12.79175011,0.303504703,0.349468054,12.73554343,-0.000164381,-5.99e-05,-0.001533174,-7.943161497,1.377722418,-0.000124001,991.2051235,5292.085345,554.2931691,-0.317094832,-0.344035714,393.7675145
34.56967634,418.6197199,13.80143794,0.225986269,0.245651128,16.01574086,0.000253213,0.000175903,-0.002638394,5.194748528,0.019119046,0.000214464,1088.564136,5373.828364,569.727148,0.151417935,0.175414507,481.2744531
40.26935331,368.918571,20.88328314,0.028108658,0.030539615,19.19567238,0.373888455,-0.478092834,2.977179419,0.004867475,0.005403964,-0.083984336,1341.625176,4669.519529,545.1186682,0.071115768,0.257049663,591.2436073
50.57842352,419.5964936,17.97059594,-0.072869552,-0.073732819,26.29477465,7.07e-05,1.14e-05,0.000994383,-0.241839829,-0.01753748,4.42e-05,1722.598825,5545.307492,594.4445782,0.129475151,0.260005743,884.9538081
22.03136696,413.4218421,16.36220148,2.284549577,-1.240698225,14.0827518,0.470725003,-5.764774871,-1.87998402,-0.574440711,-1.501387812,-4.390662524,836.0439808,5359.329126,426.1463045,-3.612499588,-9.475713968,466.041277
2.898709057,424.9882077,14.30485404,0.028048367,0.028019632,-1.818514606,-6.57e-06,1.27e-05,-6.61e-06,5.54e-06,-9.8e-06,-1.18e-05,106.784755,5384.381364,477.2339329,2.16e-05,-2.36e-05,-28.09728558
35.92601886,315.0225956,10.8845317,0.079899181,0.055283083,18.02220568,-0.00010878,2.82e-05,-0.000383785,0.517775518,-17.35906651,-9.68e-06,1124.774054,4108.937455,374.1061433,-0.009797819,-0.004248353,629.4837175
32.44547819,413.6087333,17.48471038,0.554525319,0.517315709,16.54869125,3.25443888,3.102561276,-0.17616805,-0.0323632,0.070948715,3.393923508,1084.619148,5380.756288,586.7952012,12.76556304,9.533337812,563.3273692
40.39459436,350.6225034,13.33337896,0.018415055,0.01663221,21.40098911,5.25e-05,-1.18e-05,-0.000285041,-0.076217976,4.610469084,2.6e-05,1313.70457,4608.274277,451.2197226,0.005502786,0.000274458,734.7381435
52.52739753,414.9800384,20.84854064,0.410027668,0.222837535,27.53911428,3.55e-06,5.48e-05,-2.26e-07,2.61e-05,1.43e-06,2.83e-05,1771.902908,5489.510933,615.0969853,0.00014153,1.12e-05,913.0492202
26.05423107,394.5907079,20.0944511,-33.42129384,-9.278703997,9.422845956,-1.77e-06,7.29e-05,5.49e-06,9.52e-08,3.74e-07,2.21e-05,853.5716909,4915.539236,504.7511892,-428.8659074,-294.6465391,244.1597815
49.82816432,413.2132313,18.41318883,-0.34298481,-0.492078409,25.03517136,-0.019170305,-0.508235252,0.963804427,-0.005167566,-0.113931864,-0.176490658,1713.652379,5424.186916,600.2505663,-0.220349543,-0.880025747,855.5666256
20.70905044,409.7395431,9.427871414,0.04160737,0.040690555,3.915753073,-7.3e-08,1.35e-05,-0.000109483,26.07803411,-0.930490703,5.89e-06,709.4374109,5076.185938,501.3447093,-0.045906228,0.192028895,166.2945097
26.53597625,408.6675512,15.26474942,0.020819918,0.019223659,12.79517991,0.980490042,4.932355529,1.20585128,-0.001460711,-0.000833665,3.492043981,912.5183621,5327.220383,503.7980497,-0.003567107,0.032255554,469.4920988
33.39261194,417.6725435,14.84673329,-0.028294141,0.178895665,16.66621492,4.730596319,19.47101536,-0.237756014,-0.007849693,0.086187436,15.8958635,1108.634949,5441.688762,573.2819755,0.040148847,0.573697451,590.1345998
31.41918983,408.7447419,15.52040436,0.042088458,0.04236973,12.64421166,5.63e-06,1.53e-05,-7.16e-05,2.408736928,1.796744909,4.47e-06,1056.491444,5185.797667,514.4745553,-0.420342938,-0.65312103,433.9795065
42.26528081,344.4526465,22.92384809,39.36585705,1.092932229,24.62126407,2.31e-05,2.6e-05,1.22e-05,3.49e-05,5.72e-05,7.62e-05,1397.170739,4656.596362,533.7103817,268.4362202,-25.7190795,797.0795803
26.30113392,385.2640079,13.60728323,-0.236986367,-0.297121647,9.620505445,3.153103094,0.662639082,-4.251813547,-0.111403017,-0.138612264,1.602967399,949.2510774,4952.327345,444.1543577,-0.67394041,-0.883396843,459.4291613
23.51180934,411.5617484,17.74985186,-11.91358684,-4.40820681,10.44534729,-1.89e-06,2.74e-06,-4.09e-06,-1.49e-06,1.72e-07,-2.17e-06,822.0339079,5233.855684,600.9242072,-154.0001699,-146.0343499,336.2979545
26.53980511,408.7845825,15.20564176,0.020326433,0.019228134,12.80624198,0.980607235,-4.951060978,1.208147577,-0.001534605,-0.001081725,-2.927574416,912.7210998,5328.723697,503.3845436,-0.003691067,0.031053464,469.5701661
27.8655202,347.4336288,14.7711803,0.043042325,0.04126434,9.423291192,1.410550128,0.128569207,-6.608483942,0.008965405,0.010114904,0.658461994,980.1008198,4479.151493,402.556049,0.140409919,-0.006283502,484.6570136
25.53101099,405.6859042,13.33645201,-0.148880254,-0.351405933,12.7285827,0.577206197,5.592981817,0.959381337,0.700021947,0.019900534,3.30109396,873.1224446,5173.165422,374.6316125,-0.373279163,4.442871312,460.0932814
52.23984358,424.7892097,15.49972743,0.017367184,0.018056671,27.25428156,-4.37e-06,-3.67e-05,4.52e-05,0.350595288,-0.003233114,-1.54e-05,1781.957748,5652.104277,594.7099355,0.055663348,0.05921385,922.4388744
26.88620125,409.1422232,15.3537853,0.022347201,0.022499904,12.79448019,1.177145779,-4.807055365,-1.131101189,0.002274868,0.002063808,-2.894575112,925.1642225,5325.43108,512.2494583,0.007584515,-0.028318737,466.5279589
21.60030973,409.2143465,6.162735331,0.033708876,0.033322667,2.525369062,3.48e-05,-9.69e-05,-2.73e-05,-46.80986221,2.430323985,-0.00023218,743.308666,5059.953218,474.5436359,0.1716167,-0.015480277,152.0544039
21.37433536,380.2515453,21.69928868,48.9575981,11.24092472,5.958205566,0.095324989,0.359112372,2.1236376,11.23066056,2.930868489,0.000789957,702.9204477,4659.687916,481.6644466,601.0905636,348.8160786,108.5289437
36.33723781,402.7935611,18.74764442,-28.81490412,-5.837083047,16.2281155,6.558812922,4.990465787,-11.83254674,-23.71857206,-19.54250011,4.987208652,1234.986781,5186.540406,549.8616585,-293.538803,-147.4510569,535.3730204
20.85179311,402.2728759,19.43658265,-2.873024337,-1.695748316,9.810530006,0.423999311,-37.74834259,-1.879009708,-1.927947107,-1.080925227,-24.24742969,824.2653703,5237.486982,434.2213229,-12.14884824,-6.823401532,459.1142651
9.858904688,412.1354238,23.12406713,-53.10797339,-10.17987202,4.328726627,0.000622454,-0.000135362,0.000578348,0.000141798,-0.000639943,-0.000129711,355.6388645,5106.978054,569.8858989,-641.0584076,-301.4110146,43.09043276
40.74032906,352.9391675,13.49241743,0.014347397,0.014479993,21.61288595,4.79e-06,-4.13e-06,0.000206565,0.245871287,-4.019177558,3.75e-05,1327.35403,4640.871496,456.3720125,-0.003298957,0.000445667,741.4006826
34.54603187,307.258983,16.1197025,0.057615076,0.061882109,6.654709492,8.003487893,-1.555158664,7.548955978,-0.014900766,-0.015632346,1.731379364,1199.164688,4060.137587,275.5774308,-2.61174743,-0.886589038,477.1207051
19.27782869,367.2309728,26.65446098,60.9033453,12.35502619,7.284939108,0.576614828,-0.075478807,3.387305906,3.921898322,2.272484458,0.039930717,617.5509154,4495.224258,523.6225443,704.4400801,343.3449141,93.69649065
23.22374887,320.3338628,47.75218923,87.06480792,17.8040944,12.36378161,0.113896772,-0.016550426,-0.15356683,0.22682695,-0.13760656,-0.063680618,776.5769267,3796.057437,580.682082,903.9484493,341.2890466,161.7999584
32.4454807,413.6087184,17.48471508,0.554517104,0.517316782,16.54869274,3.254440971,-3.102558888,-0.176169136,0.337454347,0.070946971,-1.601244825,1084.61916,5383.161044,586.7951965,12.38961757,9.533341087,564.4300173
39.7312335,346.0598076,13.01880103,0.022369597,0.01673004,20.97423947,2.04e-05,-2.33e-05,6.23e-05,0.296845051,-5.950026434,-1.36e-05,1287.288986,4544.23588,441.2806895,-0.004862474,0.000349066,721.584341
20.45885868,370.3682761,25.37505051,58.19665189,12.13296265,6.441732224,-0.0043059,-0.12286775,2.55999521,4.630980489,1.371546374,0.020198041,673.1934901,4529.481633,491.6504036,683.3434401,357.5134892,103.4308596
34.18073104,282.5983806,22.12284927,0.01309878,0.07954068,5.7772769,-8.062932123,-1.068884489,-6.246424541,0.003923443,0.021259515,-4.484350484,1204.890711,3577.388962,423.9943943,1.198405062,0.173200046,469.0280679
22.39043954,338.5981166,44.31161925,84.37329385,16.20048738,12.83470824,0.359924139,0.455064233,-20.08247268,-51.9074392,-18.80159591,0.319683681,755.7354366,4075.427811,597.2600053,895.3505095,321.9242736,187.5046171
25.88203922,402.5320056,14.92805509,0.024278153,0.023409208,12.69568987,10.24680375,-4.957608585,-1.419400965,0.003210784,0.003454952,-0.212382705,884.4801016,5152.076739,461.1895017,0.018080671,-0.014431183,459.6898474
23.2947525,408.5100379,19.03353015,2.471259071,1.641275302,13.60858542,0.448547034,5.065621713,-0.179633041,-1.113725794,-0.127529731,3.688850453,837.3496516,5295.610424,421.6598093,26.16659097,2.712169435,474.4198098
21.90497726,361.5930924,30.28532327,-66.4926984,-13.1212162,8.802027226,-0.93978831,-2.698279555,14.79787432,-17.19498857,-7.354676815,-0.452655648,735.9197718,4441.686957,535.141165,-730.9271791,-325.5271944,147.5533447
52.30825379,424.5581675,15.69257393,0.017940241,0.019016879,27.32665147,-1.15e-05,-6.57e-05,1.82e-05,0.155947789,-0.001454841,-4.86e-05,1784.564126,5649.945588,595.9015277,0.015335055,0.01020609,925.0647142
34.84708666,301.1511619,12.16708351,0.240401211,0.201223415,16.65152629,0.000133564,-0.000130088,4.75e-05,-5.94e-05,5.28e-05,6.96e-06,1076.941892,3914.312311,362.3113463,-0.000239788,0.000316576,592.9313762
25.29180646,406.2556283,15.68054047,-0.790270685,-0.630423327,12.7634749,0.518056955,-5.258274516,0.518327088,-0.396564015,0.028482578,-2.816916703,858.2199111,5325.487203,455.7405834,-24.81588437,-0.252035513,476.7953124
52.35408602,423.7127355,16.24654713,0.018817125,0.019204846,27.39858449,-8.7e-06,-7.2e-06,3.24e-05,0.240634787,-0.001646765,-1.32e-05,1784.417822,5635.289728,597.8334075,0.017100587,0.012251553,925.4268385
41.83434797,360.0774685,13.98586111,0.015839694,0.0154527,22.27096803,-6.23e-06,5.62e-06,0.000152833,0.161950348,-2.292011409,1.77e-06,1370.233221,4741.075028,472.237391,-0.001418951,0.001203693,761.7509005
50.26302416,408.7986372,17.31734273,-0.012638338,-0.009879325,26.54476489,3.65e-06,4.28e-07,-4.05e-07,-6.41e-07,4.77e-06,2.42e-06,1696.220554,5423.775659,579.9868304,-1.26e-05,1.92e-05,895.8288283
40.9163832,417.1692104,17.97367888,0.016428187,0.029051079,21.3104522,5.276393804,-1.626076701,-0.01966907,0.007488418,0.013690067,0.031407538,1364.797095,5456.180574,599.8018955,0.092358729,0.159012164,700.1461405
47.68293829,395.4858634,15.63374426,0.18066741,0.233088061,25.32975607,-2.94e-05,-2.63e-05,9.1e-06,-1.39e-05,2.83e-06,-1.83e-05,1595.674285,5243.310098,545.4093708,-2.24e-05,-2.15e-06,860.2939965
34.67250661,299.9902273,9.870416664,-0.026258586,-0.023641433,16.34438661,-4.01e-05,-2.18e-05,-0.001599808,-0.452153727,23.64707057,-5.27e-05,1059.432489,3901.965501,343.849371,0.023041179,0.024545515,582.0033235
2.911078243,429.2412299,11.3560253,0.028800971,0.029348438,-2.118260117,-9.49e-05,-4.32e-05,2.81e-05,2.54e-05,2.06e-06,5.68e-05,111.1481041,5445.69225,452.4303779,0.000138905,0.000131044,-32.7705215
23.96326245,411.2063718,11.26390052,0.028969111,0.028923389,6.397168628,-1.53e-07,-7.06e-06,-1.98e-05,17.16733586,-0.602466623,2.32e-07,815.4572712,5140.909428,526.9460046,0.210291692,0.358921588,235.8886971
25.84350966,406.3555844,14.86499952,-0.71435572,-0.511067433,13.04061383,0.683995104,-5.37781881,0.761797436,-0.395336365,0.03010474,-2.862030258,884.3232387,5199.527418,445.634169,-17.73370895,-0.229921141,473.7711892
35.33251466,179.7624464,4.451016219,-15.51996574,-0.024222267,22.27792265,3.6e-05,4.86e-05,-5.29e-05,3.02e-05,7.55e-06,3.71e-05,1076.614304,4036.898558,308.7226709,-0.007028159,0.003694264,613.1877043
25.88204076,402.53199,14.92801747,0.02419646,0.023438796,12.695677,10.24680019,4.957657677,1.419387741,-0.0031865,-0.00344701,6.056664019,884.4800962,5151.850296,461.1895978,-0.018040558,0.014394844,459.8022336
45.9357658,388.4855257,12.92246763,0.017686626,0.018288143,24.77515013,-2.7e-05,-2.52e-07,2.42e-07,-1.66e-06,-7.12e-06,-2.47e-06,1526.87629,5150.997066,513.5930838,-7.48e-06,-7.04e-05,839.1422065
51.57518048,420.6245215,17.79811124,0.001182383,-0.00882056,27.01300352,-2.75e-05,-1.18e-05,0.001005898,-0.155512758,0.027969425,-1.71e-05,1754.53751,5569.151978,597.6919935,-0.07945492,-0.131781469,905.2322857
36.00357643,306.297752,14.70155455,-25.1890801,-0.243488079,19.10300213,0.00023629,0.000169931,3.05e-05,5.64e-08,3.32e-06,0.000122563,1135.932932,4069.106231,398.7474646,-172.8963761,13.13823777,647.6094783
50.72535868,411.8150042,17.55685656,0.034335652,0.035558117,26.82184834,-1.01e-05,-3.65e-05,0.005305618,-0.217741,0.80664325,-2.78e-05,1714.683396,5458.587423,583.5961457,-0.013766519,-0.026656559,900.4376418
41.09556486,355.2899437,13.65524675,0.016102847,0.015154309,21.83135114,3.68e-05,5.73e-06,8.48e-06,0.223000188,-3.418944007,1.01e-05,1341.339274,4673.869079,461.5898323,-0.003644963,-9.22e-06,748.1220103
28.07688127,415.168107,12.8146279,0.025746304,0.024995391,12.91901512,2.3608875,34.58128852,-0.928466625,0.002922632,0.003150241,24.47215514,963.7777077,5399.672558,516.5968131,0.025850963,-0.01039846,472.599442
28.15769478,536.7348244,17.8583442,32.67716114,20.64013174,36.12149172,-54.85472321,-21.51977923,3.849447158,-14.00695614,-9.556901186,-21.93767337,1010.011392,5850.952506,401.1283904,-88.28294405,-60.19749237,512.3254279
21.06525071,336.8884429,40.6489854,85.55556492,16.16309717,11.33111837,0.000744537,0.001342912,0.00260857,0.005048738,-0.014733317,-0.001270916,710.2063693,4091.434335,599.8142807,919.8986327,335.4433779,114.9141623
52.11511948,422.8032146,16.78103628,-0.054606109,-0.054496014,27.31377983,5.53e-06,4.56e-05,2.5e-05,-0.291584308,-0.009304125,2.19e-05,1779.444285,5616.151075,598.5645949,-0.038783267,-0.041828988,921.9481015
39.44766678,310.7704146,36.3214288,59.18578958,3.71272332,27.15650973,0.000135098,8.49e-05,-5.66e-05,-1.43e-05,0.000119266,0.000116349,1312.472871,4234.158229,589.3061843,396.7618454,-35.17808937,800.1542422
16.8096863,438.5759491,16.12774596,14.85220872,-3.923898648,23.97728279,0.788952426,3.065193518,1.799992424,-0.789555591,5.282664581,8.384455326,843.4021545,5355.653362,433.6898987,-4.978888711,33.29339899,508.9992391
23.29441368,408.5100223,19.03352686,2.471304902,1.641129212,13.60855779,0.448542676,-5.065543603,-0.179612133,1.459924926,-0.127528534,-3.468927177,837.349672,5297.221586,421.659789,34.05088207,2.712185933,467.1860318
23.0015196,410.6349866,10.89716584,0.029872082,0.029535656,5.574124786,-1.69e-06,5.76e-06,-2.16e-05,19.05156219,-0.68819476,1.63e-06,784.6577134,5118.267721,521.1389124,0.127410418,0.294586014,211.4743719
35.7212795,316.8229587,23.08910472,17.46184015,4.819146655,10.20237704,-7.329544159,0.121642692,-263.7102224,70.28542784,39.60215061,-2.804602957,1240.423179,3846.941447,441.9425343,56.54114824,62.10550233,474.4797026
21.12095917,347.6256376,37.46170393,77.50423409,14.96334856,9.454345723,-0.000314303,0.000139029,0.000119895,9.66e-05,-0.000119178,-9.59e-05,692.5473465,4177.077882,580.9041416,840.9870874,336.5618483,87.72669532
34.20665265,303.4173766,13.24129219,1.064927285,1.070348251,6.940343274,7.915861881,0.134394633,8.869622685,-0.480731672,-0.488244792,3.423788276,1185.472295,3848.490976,231.7224275,-1.869285159,-0.668815335,458.349468
52.00520028,426.709573,12.61822893,0.003759167,0.00968599,27.18815527,-2.86e-06,1.83e-05,2.5e-06,5.38e-06,-4.48e-07,1.51e-06,1770.709592,5697.040352,580.3563115,7.27e-05,5.3e-06,924.3372011
