A11,A22,A33,A23,A13,A12,B11,B22,B33,B23,B13,B12 ,D11,D22,D33,D23,D13,D12
52.0851662,420.321259,18.06222805,0.018827192,0.018867796,27.25293145,2.94e-06,-1.3e-05,9.98e-06,-0.104627048,0.002901079,-8.94e-06,1771.36839,5572.06187,601.1532751,0.044755219,0.049139239,915.9271003
34.45128384,296.9733982,9.300827503,0.044697243,0.040540804,15.90221671,0.000284155,-0.000105441,-3.99e-06,-6.46e-05,0.000100005,0.000100753,1047.528251,3855.451683,334.6198658,-0.000257815,0.000862103,573.7955635
33.63500067,323.8885676,20.64746039,-0.960046982,-1.992302706,8.548388101,-8.265304003,0.151735212,4.200189576,0.313692447,-0.027191536,-3.012178175,1177.960229,4098.132,448.2236517,-86.73047594,-60.48385592,471.9929238
33.86780294,346.4521973,15.7711295,0.069049551,0.074829525,10.06480576,8.259534641,0.115828432,5.89800267,-0.026252935,-0.026826203,3.287989423,1165.476769,4470.446308,456.9804839,-0.145184694,-0.022585353,499.4721721
36.21246611,320.8505953,-1.503403525,0.557731342,0.542718484,18.33964884,-2.88e-05,4.34e-05,6.77e-06,3.61e-06,-7.04e-05,-6.95e-05,1122.841642,4198.663101,338.0278544,-2.1e-05,-0.000289288,645.649071
26.08580822,408.1962595,15.26508956,0.021726486,0.018834053,12.89774072,0.782514482,-5.026174723,-1.290745053,0.0019758,0.000372244,-2.914345942,893.9138537,5332.710899,492.3895927,0.00081899,-0.02781533,474.6037998
32.67166332,325.0799175,26.32650729,0.264759436,0.261214166,10.97384723,8.713627525,0.094074177,4.173439078,-0.11306633,-0.110584675,2.847394427,1144.71627,4153.997547,479.1878233,-0.726067488,0.210431718,528.4762785
29.89496694,414.0765156,15.33873455,0.025469169,0.025085905,14.1609309,3.683783483,15.76517092,-0.418660691,0.002947023,0.003028103,12.63949171,1013.736393,5377.398982,563.5352468,0.129932697,0.109136747,507.3564262
37.63744577,324.706684,13.00986771,0.017471377,0.013786681,18.94230747,-9.301528297,0.252194705,0.338252996,-0.001057703,-0.00019797,-5.102186568,1184.409526,4241.381448,379.246807,1.422577979,1.491399426,658.5591838
21.67779029,383.2604063,20.64052248,45.63834691,10.93603707,5.735692413,-0.156765181,-0.260967587,-0.788999553,11.95593286,3.835708694,0.026801508,724.2798542,4698.78368,485.2858446,571.1017784,338.8144704,113.7183393
51.76231979,420.1830658,18.03908571,0.01634242,0.013429044,27.0642632,-2.6e-05,-9.86e-06,-0.000618491,0.403332835,0.012693851,-9.24e-06,1759.746132,5564.726704,598.9858165,-0.072364555,-0.104556595,908.3557773
44.69021045,373.5852965,15.50819162,0.016699968,0.015821532,23.61790087,-1.511096403,-0.585715641,-0.823283957,0.000185329,-4.92e-05,4.969427817,1481.188737,4937.737361,510.131827,0.893817946,0.931657558,806.1213244
51.78088419,419.9320224,18.0745426,-0.211318882,-0.210874573,26.88065672,7.54e-06,2.46e-05,-0.000166108,0.271803461,-0.022862711,1.5e-05,1777.220402,5576.617694,602.7418248,-0.029337691,-0.023269172,919.8941927
52.35099901,424.0083546,16.06440588,0.018621563,0.019275999,27.38644182,-4.11e-06,2.54e-05,1.95e-05,0.130862204,-0.001016832,1.1e-05,1784.945769,5640.803388,597.3604687,0.009247953,0.005666683,925.7749761
37.96428847,332.9827378,12.11892783,0.02679764,0.019134323,19.74424592,5.21e-05,-1.01e-05,-0.000549512,-0.212581785,10.24727013,3.79e-05,1215.107334,4361.049951,412.6632053,0.008628569,0.001625455,683.4729005
52.11181207,422.0611787,17.12771092,0.018946879,0.018902232,27.27997612,-7.49e-06,-1.59e-05,0.000135277,-0.266932522,-0.00205418,-9.08e-06,1773.193329,5601.584976,598.5787424,-0.05333241,-0.069086937,917.6860681
42.21805146,362.5159813,14.15470646,0.016133426,0.015070266,22.49661602,2.56e-07,5.18e-06,5.28e-06,-0.026441724,1.753006389,2.12e-05,1385.166995,4775.286809,477.6633944,0.001583282,0.000139364,768.6500286
34.51706473,298.0687635,9.748637672,-0.056142327,-0.042991723,16.06114012,0.000170777,4.61e-05,-0.003946935,-0.458880561,24.45118721,0.000130157,1051.293035,3875.394957,340.297297,0.028661316,0.057503482,574.8399607
38.23569044,335.0949767,12.2640475,0.02501838,0.019121703,19.94142617,9.4e-05,-1.55e-05,4.81e-05,0.377162302,-9.520950488,2.99e-05,1226.428715,4390.684721,417.2678737,-0.004115516,1.14e-05,689.6854537
40.86607258,409.10833,17.83067458,-0.154560544,-0.26265138,19.22710299,-5.45363979,0.473546819,1.163594821,0.101594074,-0.014683276,-1.326300746,1364.76796,5233.923478,580.2978428,-7.194153627,-9.56622598,619.1407874
25.96185268,406.657075,14.80093642,0.852275738,0.601575888,12.86642703,0.783178707,5.360735169,-0.830584101,-0.341736383,0.043935117,3.348517912,896.8484659,5204.369561,454.1813787,17.40585483,-1.214781935,470.8867775
32.33940356,261.3680883,31.44473887,0.098733703,0.059481952,14.09622687,0.275154174,-0.412271657,6.0444313,0.01971684,0.01004137,-0.066249493,1068.711733,2522.835127,413.3211887,0.049851242,0.25061093,393.4539597
25.1831463,405.5150134,16.58570055,0.028082821,0.033856463,12.96550985,0.552826557,16.79837814,1.768786708,-0.005358832,-0.007109454,10.8071658,866.6550472,5179.571102,440.3939772,-0.017839989,-5.31e-05,471.0352696
