ε11,ε22,ε12,κ11,κ22,κ12
0.020945946000000104,0.0,0.0,0.0,0.0,-0.001891892
0.17702702700000006,0.0,0.0,0.0,0.0,0.000945946
0.0,-0.007027027000000019,0.0,-0.002297297,0.0,0.0
-0.13513513499999996,0.0,0.0,0.016081081,0.0,0.0
0.0,-0.008648648999999953,0.235135135,0.0,0.0,0.0
0.0,-0.00297297299999999,0.0,0.0,0.0,0.000675676
0.18445945899999994,0.0,0.225675676,0.0,0.0,0.0
0.0,0.0,0.0,0.013324324,0.0,0.0
0.0,0.0,0.0,-0.012864865,0.0,0.003783784
0.0,-0.011486486000000018,0.0,0.0,0.0,-0.002162162
0.0,0.0,0.045945946,0.0,-0.007432432,0.0
0.0,0.0,0.206756757,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.008108108,0.0
0.006081081000000044,-0.011486486000000018,0.0,0.0,0.0,0.0
0.0,0.0,-0.067567568,0.0,0.0,-0.003108108
0.1324324320000001,0.0,0.0,0.0,0.000675676,0.0
0.0,0.001486485999999898,0.0,-0.007351351,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.003783784
0.0,-0.01716216199999998,0.0,0.0,0.0,0.004054054
-0.11283783800000002,0.0,0.0,0.014702703,0.0,0.0
-0.053378378000000004,0.0,-0.077027027,0.0,0.0,0.0
0.0,0.0,0.0,-0.001378378,0.0,0.0
0.3256756759999999,0.0,0.0,0.0,0.0,0.003648649
0.0,0.0,0.0,0.002297297,0.0,-0.000675676
0.0,-0.0009459459999999753,0.0,0.0,0.0,0.0
0.0,-0.008648648999999953,0.0,0.0,0.0,0.0
0.35540540499999995,0.0,0.0,0.0,0.0,-0.004189189
0.333108108,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.002756757,0.004054054,0.0
0.0,0.0,0.0,0.0,0.0,0.00027027
0.2885135139999999,0.0,0.0,0.010108108,0.0,0.0
0.0,0.0,0.093243243,0.0,0.0,0.0
0.0,-0.006621622000000049,0.0,0.0,0.0,0.000540541
0.0,0.0,0.0,0.0,0.0,0.003243243
