ε11,ε22,ε12,ɣ13,ɣ23,κ11,κ22,κ12,A11,A22,A33,A23,A13,A12,B11,B22,B33,B23,B13,B12 ,D11,D22,D33,D23,D13,D12,K11,K22,K12
1.169594595,0.992567568,0,0,0,0,0,0,41.79055974,363.3535537,11.02436041,0.019202977,0.016353623,22.50595656,-1.82E-05,2.15E-05,1.10E-06,1.39E-05,-2.66E-05,2.03E-05,1366.103907,4795.844321,456.1472442,5.61E-05,-6.30E-06,769.2566103,0.000669318,0.000201242,0.00043528
1,1,0,0.031081081,0,0.010567568,0,0,25.12260676,411.5380432,15.37716758,0.02239459,0.02283393,13.16358463,0.504075761,4.010590356,1.662682461,-0.002752209,-0.003091595,3.295881545,853.2286306,5359.186826,447.5483825,0.0827058,0.094832214,463.2641486,9.926800578,-1.69E-08,0.001377657
1,1.003108108,-0.039189189,0,0,0,0,0,41.12853404,409.875686,19.60836688,-18.38395674,-3.616215453,20.20951721,5.78E-06,-1.26E-06,6.81E-06,1.32E-06,1.42E-06,2.68E-07,1385.757904,5346.751877,586.5826764,-175.0453823,-92.64687668,664.9171984,0.000484184,0.000161503,0.000322843
1,0.998648649,0,0,0,-0.004135135,0,0,26.88117716,409.7018331,14.58619531,0.024578569,0.024991409,12.65789589,1.319415091,6.798330377,-1.344301368,0.003280817,0.003377884,4.851419125,938.0548511,5247.168584,488.9910025,0.017750811,-0.019223431,458.5301931,6.225163684,0.609159039,-26.04326495
1,1,0,0.045945946,0,0,0,0,47.78900753,413.8544288,17.29997818,0.022931821,0.021938098,22.18937892,2.11E-06,1.14E-05,1.67E-06,8.03E-06,1.02E-05,8.95E-06,1198.729652,5354.26527,581.0500554,2.68E-05,2.04E-05,570.3900681,7.158989296,37.8425328,0.002810031
1,1,0,0,0,0,0,-0.000135135,52.35763624,420.4596492,18.08446158,0.024025364,0.023979867,27.40486438,-3.07E-06,-3.29E-06,-0.000604569,-0.008858181,0.000229153,-3.23E-06,1781.485128,5581.668512,604.9010281,0.005187513,0.003035203,923.0715556,7.717862532,48.18775522,-0.000201866
1,1.009189189,0,0,-0.047297297,0,0,0,43.79743408,408.4961801,18.91673075,-0.001976391,-0.000860798,21.244815,-5.97E-06,-4.29E-05,3.92E-06,-7.75E-05,-1.49E-05,-1.90E-05,1482.086136,5305.921037,580.7942377,-0.002602091,-0.002489791,714.8307968,0.280249209,46.33004117,-0.02863253
1,1,0,0,0.002702703,0,0.001351351,0,40.35242568,409.1724837,17.80172653,0.089691578,0.117829023,18.99565625,5.687842709,0.466888552,1.168535438,-0.02513826,-0.032636521,2.678534871,1362.690596,5233.616811,579.94446,0.056069624,0.016565087,618.0263716,-0.580854094,37.75544562,-2.407564497
1,0.984459459,0,0.035135135,0,0,0,0,20.59707427,412.4827808,8.410657006,0.036280402,0.037750496,4.447506767,-8.21E-06,-5.21E-05,-3.64E-06,-3.14E-06,4.49E-06,-5.54E-06,644.4407117,5024.132562,508.6204759,8.02E-05,5.13E-05,92.3905475,6.735993937,3.22E-05,0.001449063
1,0.990945946,0,0,0,0,0,-0.001351351,32.46713158,417.1672297,13.14417091,0.27077285,0.305433905,14.01987976,0.000214773,6.33E-05,-0.002187144,7.505675047,-0.12244581,0.000136723,1028.097058,5325.222745,559.9852533,0.246559815,0.257831628,428.1141799,0.000859594,-0.001208742,-0.000174574
1.020945946,1,0,0,0,-0.006432432,0,0,25.76167665,400.7478896,15.27433673,0.022291029,0.022042302,12.51768195,16.78556496,-4.548784092,-0.986854256,0.002433754,0.002584615,1.740545946,880.8395268,5218.331928,493.7141051,0.008580574,-0.021283618,459.6257231,0.001367966,0,0.000683983
1,1,0,-0.028378378,0,0,0,0,50.20693139,418.9606222,18.00867773,-0.222638966,-0.264159137,25.91798407,0.00014212,0.000179631,2.05E-07,9.10E-05,6.78E-05,0.000160044,1676.070392,5551.855724,603.6199961,0.000598201,0.000450056,869.2951078,7.390429119,37.83095674,1.026462394
1,1,0,0,-0.012162162,0.004135135,0,0,27.07346448,409.3749013,15.21353528,0.026643884,0.026731475,12.81454223,1.307212964,4.731842573,1.164624445,-0.00385008,-0.003883658,3.630986006,931.1820412,5324.039794,509.9183339,-0.003879155,0.030272353,465.7121851,5.840506592,46.70835189,-0.364818292
0.872297297,1,0,0,0,0,0,-0.004594595,2.315204348,451.659746,7.14606553,0.026862504,0.011820609,-1.734503096,-5.97E-05,-5.32E-06,-0.00212165,-1.452394053,26.82526964,-3.95E-05,114.6100446,5469.30546,257.5935291,0.021262387,0.023289868,-26.53505218,7.707868547,46.92375458,0.645248942
1,1,-0.010810811,0,0,0,0,0,52.33937313,420.1552749,18.17921735,-4.708474788,-0.099342332,27.40969315,6.71E-07,3.62E-06,-6.52E-06,-1.12E-06,-2.49E-06,2.14E-06,1781.304882,5579.772619,605.4469526,-30.042022,3.438938523,923.1321788,7.715713816,48.16148728,-0.621229543
1.006081081,1,0,0,0,0,-0.010810811,0,32.23031626,278.0220227,25.43101943,0.039503617,0.034213127,6.904922498,-51.86999449,-0.013632703,-7.028415058,0.008967376,0.00754034,-17.08678826,1102.948324,3176.478912,410.4929025,0.245808519,0.008362273,446.0180456,2.09E-06,0.000669243,0.000335665
1,1,0,0.006756757,0,-0.002297297,0,0,29.01191853,409.9760738,14.65277329,0.00341938,0.000976694,12.20096638,2.247857748,-4.584221578,-1.471229719,0.001066675,0.000381673,-2.714960696,993.4259859,5237.587525,489.7067491,0.902331731,0.20445277,425.8228261,7.023120269,0,-1.73E-06
1.177027027,1,0,0,0,0,0,0,41.10537315,355.3177882,13.64053736,0.016930206,0.016484774,21.83211566,-7.15E-05,7.58E-06,1.33E-06,-1.44E-07,-1.22E-05,-5.90E-06,1341.703526,4674.287344,461.6175301,3.72E-06,-9.21E-05,748.4811367,0.000193169,7.64E-06,0.000100403
1,1,0,0.02972973,0,0.010108108,0,0,25.08615584,411.1895968,15.27126571,0.032058976,0.03273057,13.1875902,0.530992649,4.149540923,1.817972592,-0.012123039,-0.012024205,3.316823809,859.9615314,5235.479396,428.4983964,-0.772341825,-0.64070848,463.0325852,8.477894913,46.97831762,4.877052289
1.139864865,1,0,0,0,0,0,0,43.01516917,367.4776211,14.49714129,0.016554104,0.016160383,22.94879248,3.76E-05,3.21E-05,-3.42E-06,1.71E-05,1.42E-05,2.23E-05,1416.078169,4845.00869,488.7242909,0.00013267,0.000121128,782.675433,-1.76E-05,-5.04E-08,-8.80E-06
1,1,0,0,0.012162162,0,0.006081081,0,31.98178397,335.0718621,18.61532015,0.033999141,0.034493596,8.240540312,9.096155168,0.088580939,5.66999791,-0.008174833,-0.007611938,3.476108061,1112.398868,4306.163814,470.0524257,-0.448590188,-0.392893112,474.8321173,-6.39E-05,38.80379699,0.022391052
1,1,0,0,-0.004054054,0,0,0.000405405,52.31311824,420.4097116,18.07213414,0.006830842,0.015568432,27.36584702,-1.99E-05,-1.50E-05,0.000131513,0.112875748,-0.014660857,-1.09E-05,1780.423563,5581.167894,604.4751958,-0.009476196,-0.004800393,922.8404013,7.73140813,47.45758812,2.341973113
1,1,0,0,0.035135135,0.011945946,0,0,18.58258874,435.1640247,15.07479071,12.67189741,-3.70940795,23.59630018,0.758606796,0.957468368,2.158838573,-1.814328196,3.826741748,6.856763965,855.3110856,5179.54125,388.8381566,-12.91537821,22.54299204,498.7579064,8.977227085,47.91714814,3.012780504
1,1,0.045945946,0,-0.014864865,0,0,0,36.14203925,405.9979013,18.16948788,23.35629776,4.850437959,16.08658153,-1.67E-06,3.35E-05,3.87E-06,-6.54E-06,3.17E-06,1.72E-05,1202.795461,5222.02215,553.8828187,258.1467599,151.3724012,514.3476886,7.161727282,46.26723705,3.519709601
1,0.991756757,0.225675676,0,0,0,0,0,20.92766894,339.3083567,38.96749871,83.60413942,15.67125701,10.91379325,-0.000109099,0.000196213,0.00029631,0.00078951,0.000255732,0.000290068,702.7682855,4134.784295,593.1156509,903.9244204,331.8133921,110.4686378,0.000198346,0.000241796,0.000220071
1,1,0,0,-0.010810811,0,0,0.001081081,51.12528079,420.0264668,17.94803787,0.022297503,0.021146225,26.7503879,-4.53E-05,4.66E-07,6.80E-05,0.35701375,0.066829192,-3.23E-05,1736.135255,5570.780183,599.9409682,-0.073729367,-0.254320707,904.738375,7.789943676,47.99252601,-0.066957877
1.006081081,1,0,0.021621622,0,0,0,0,51.96615609,417.8194964,17.92265225,0.019187107,0.019229726,27.29025126,5.69E-05,9.27E-05,-1.50E-06,4.52E-05,2.74E-05,7.39E-05,1756.123467,5547.459027,599.8986816,0.000283429,0.000166193,916.7281329,7.64851478,37.57402983,-0.077420926
1,1,0,0,0,0,0.004054054,-0.000810811,34.63016153,366.6487099,17.29829538,1.239284193,1.405862675,10.97882017,7.996525559,0.254569888,-4.057150384,0.322840475,0.060404211,3.431637389,1201.192012,4736.453112,508.3654873,25.43007663,34.286542,508.3359174,1.11E-05,4.60E-06,7.86E-06
1,0.998648649,0,0.012162162,0,0,0,0,52.23795935,421.436416,17.51316498,0.024277428,0.023866736,27.35346929,1.39E-05,2.07E-05,3.35E-06,1.16E-05,8.30E-06,1.70E-05,1775.443661,5598.73061,602.9203164,7.90E-05,5.45E-05,921.8716117,7.696919125,48.24215647,0.443037836
1,1.003918919,0,0,0,0.010108108,0,0,24.97267348,405.4092551,16.7943454,0.124590205,-0.038548313,13.10256247,0.53095712,18.59736184,1.805504512,-0.016937735,0.039599451,12.06469689,862.5740356,5174.535545,436.0545007,-0.117368017,0.259217848,470.9531879,39.83152472,39.1863339,1.6459772
1,1,0,-0.008108108,-0.008108108,0,0,0,52.09931859,420.1518735,17.80744143,-0.256648065,-0.169251097,27.15554719,3.40E-06,1.35E-05,-3.68E-06,5.02E-06,-1.80E-07,8.53E-06,1776.533002,5581.917871,604.7022346,-0.444127956,-0.210574357,922.466262,7.519122679,47.19617621,-0.583349328
1,0.999864865,0,0,0,-0.005513514,0,0,26.53987575,408.7846945,15.20567908,0.020333199,0.019249519,12.80619692,0.980604329,4.951056555,-1.208140759,0.001550003,0.001091677,3.497945359,912.7210698,5328.616035,503.3845895,0.003713676,-0.030937538,469.3287036,-3.92E-05,1.25E-06,-1.90E-05
1,1,0,-0.013513514,-0.013513514,0,0,0,51.16145748,419.7596224,17.86314213,-0.325541233,-0.145427483,26.60811294,3.30E-05,5.12E-05,-1.18E-06,2.51E-05,1.56E-05,4.15E-05,1730.686312,5563.269272,603.1525079,-6.131163146,-7.218102452,894.7171784,7.588831751,47.97871173,-0.152929658
1,1,0,0,0,-0.004594595,0,0.001351351,26.91096728,408.933269,15.22881973,0.638414513,0.521556738,12.80567876,1.1736484,-4.815864008,-0.888750552,0.653454865,0.0579969,-2.890059678,926.4131292,5322.743801,506.409468,12.67973504,-1.498272668,467.0320524,0.000464368,-4.96E-05,0.00020736
1.184459459,0.998243243,0,0,0,0,0,0,40.82837066,354.2945724,12.85054377,0.016528568,0.016832594,21.72713689,-6.49E-06,2.57E-05,-1.78E-06,1.92E-05,8.64E-06,2.18E-05,1330.210429,4661.536381,453.9431859,-4.78E-05,-2.10E-05,745.0778304,7.19E-05,5.29E-05,6.24E-05
1,1.008378378,0,0,0,0,0,-0.004459459,47.48845798,411.0706359,21.02995626,0.065749284,0.048762778,24.25924882,0.00021618,5.42E-05,0.006952356,-8.205765783,-0.200207888,0.000124082,1606.206365,5364.068659,581.8638793,0.124427648,0.340241507,804.3022553,0.002673589,-0.000392972,0.001140308
1,1,0,0.025675676,0,0,0,0,50.76919976,419.8288994,18.04839511,0.018634449,0.018877891,26.58136276,9.10E-05,0.00015347,-6.42E-07,7.92E-05,4.85E-05,0.000123667,1720.561912,5566.256885,604.618202,0.000510754,0.000307106,894.1436044,7.481971629,37.82983757,0.010031106
1,1,0,0,0,0.010108108,0,-0.002972973,25.29278643,406.2556212,15.47935781,-0.085138185,0.68349717,12.76414092,0.518066137,5.258153034,-0.550978099,-0.469900347,0.066106523,3.120366494,858.219965,5328.251425,455.7409086,25.16193968,0.251687447,476.1794265,35.55441621,36.61781687,6.228107573
1,1,0.008108108,-0.02027027,0,0,0,0,51.57605527,419.7781067,18.13576832,3.566533101,0.163809921,26.9376348,0.000114405,0.000151725,-1.61E-06,7.75E-05,5.61E-05,0.000132581,1735.025238,5568.405959,604.9064998,24.87187301,1.753158836,900.3857099,7.527008038,46.80067139,1.661282353
1,1,0,0,-0.02972973,-0.010108108,0,0,25.25155444,408.6503274,16.33090476,-1.499678147,0.107030162,13.12103468,0.52691428,-4.805878061,-1.439427993,-0.095716973,-0.073769899,-2.922371499,862.2640336,5349.206472,451.3091919,-0.237905813,-0.048664457,476.3997047,13.33070221,44.64367053,-28.84004943
1,1,0,0.044594595,0,0,0,0.004459459,33.414671,408.5408766,16.60035397,-3.206133354,-3.959178981,13.65983126,0.029819099,0.030742036,0.147715756,2.199633283,1.465177571,0.030334701,1145.65593,5202.459233,530.6484898,0.448531045,0.38981365,486.8186379,7.353942966,45.78545869,-3.18647081
1.125,1,0,0,0,0,0,0,43.8763743,375.8262393,14.85592421,1.602706575,1.716860661,25.16508161,0.000157283,1.86E-05,-3.43E-06,1.58E-05,6.85E-05,6.13E-05,1448.995845,4916.325127,500.1226019,0.00013097,0.00043789,797.2663926,33.38359158,33.54027887,0.010278657
1,1,0,0.044594595,0,0,0,-0.004459459,34.06041267,408.9335425,16.10608114,0.026097462,0.02675349,14.17655078,-9.51E-05,2.64E-05,-0.000157837,-1.443108899,-0.863240742,-1.39E-05,1145.700638,5202.491275,530.3847062,-0.31695765,-0.252007106,486.8440548,8.218239887,44.1654068,-2.628314879
1.065540541,1,0.225675676,0,0,0,0,0,30.67895868,324.0871127,38.22127055,74.23358583,12.31017855,14.581006,-0.008826257,0.000679907,-0.003076228,0.004973892,0.005080125,-0.003126367,1029.675773,4028.141053,527.9474957,782.112734,255.9139344,327.7750237,-1.910557082,7.237084862,2.66326389
1.347972973,1,0,0,0,0,0,0,35.33307115,308.1194189,10.12974558,0.191900246,0.147034014,17.35580805,9.79E-05,7.82E-05,2.18E-05,1.57E-05,2.43E-05,8.97E-05,1094.212455,4008.966276,357.1247297,5.47E-06,-0.000203868,610.7389628,-1.15E-05,6.20E-06,-2.64E-06
1.162162162,1,0,0,0,0,0,-0.000675676,41.83434744,360.0774161,13.98583275,0.015800117,0.01540677,22.27095131,3.71E-05,8.28E-06,0.00015875,-0.032200116,2.270453164,1.73E-05,1370.233262,4741.075051,472.2374224,0.001430818,-0.001266709,761.7509145,-2.14E-05,4.60E-06,-8.40E-06
1.15472973,0.993378378,0,0,0,0,0,0,42.51095346,367.6317178,11.64941478,0.016020239,0.017046632,22.9051725,1.64E-05,-1.05E-05,-2.89E-06,3.98E-06,4.85E-06,8.00E-06,1394.508353,4855.454589,468.0542342,-8.35E-06,-5.45E-05,781.3916519,3.92E-06,-1.13E-06,1.40E-06
1,1,0,0.004054054,0.004054054,0,0,0,52.31826679,420.4269109,18.0699309,0.002584033,0.014187614,27.37647652,1.26E-06,2.44E-06,4.82E-07,1.53E-06,9.01E-07,1.68E-06,1780.415497,5581.858158,604.8878458,-0.097641297,-0.038535078,923.0388652,7.703143293,47.98717681,-0.106600282
1,1,0,0,-0.012162162,-0.004135135,0,0,27.07456678,409.3763223,15.21467263,0.026882163,0.026751868,12.81572755,1.307253803,-4.732082688,-1.164402958,0.003793676,0.003845702,-2.863486938,931.180636,5323.907099,509.9608472,0.002600876,-0.031194522,465.4365549,-0.000301841,46.52219216,0.103495567
1,1,-0.105405405,0,0,0,0,-0.003648649,23.70925651,380.3719576,22.36242192,-49.45894232,-10.83454323,7.76259675,-1.431463678,-2.436715278,2.924504937,-18.57113033,-7.192857663,-0.841318644,797.6099915,4715.456619,514.1829224,-564.6603651,-297.3000936,174.0751625,-2.19E-05,4.40E-05,1.10E-05
1,1,0.121621622,0,0,-0.001378378,0,0,22.76276288,374.7032604,24.14501299,54.79047433,11.37456781,7.600069756,0.879594754,-0.69914642,-0.266784271,13.13466871,11.27577939,-0.250814846,760.441093,4620.342297,540.903118,621.9057296,299.8177996,124.2570651,0.000308928,-0.000405884,-4.85E-05
1,1,0,0,0.027027027,0,0,0.002702703,41.12595315,413.0566251,16.32612111,0.027328247,0.027174074,19.15804613,-9.10E-06,-4.91E-06,-8.15E-05,1.400274872,0.985489442,2.80E-06,1406.4289,5354.11028,561.8002712,-0.087433833,-0.111277875,660.0445956,8.65E-05,46.22874085,0.000359742
1,1.004324324,0,0,0,0.010567568,0,0,24.54453343,405.3579407,17.00373056,0.58413234,-0.199608641,13.52080873,0.52188318,20.22372027,1.842110958,-0.074623522,0.203982009,13.40348388,858.7578443,5168.570666,431.7098803,-0.480217713,1.300889769,471.643738,39.82942306,47.75884957,1.002216945
1.162162162,1,0,0,0,0.002297297,0,0,41.87744747,360.0749821,14.07926032,0.015464291,0.013967328,22.27166658,-10.11834474,-0.041965796,-0.104045372,-0.000126471,-0.000496299,-3.337973595,1371.858341,4740.828143,470.8073086,-0.705546215,-0.741059214,762.1768212,-3.19E-05,0,-1.59E-05
1,1.005540541,0,0,0,-0.011945946,0,0,33.47696727,402.5952744,12.46162842,-1.395997529,4.233449374,12.01116911,0.185449606,-26.68496569,-4.166619059,1.079818385,2.967276481,-13.92254017,857.984756,5154.816771,194.9625781,6.799102601,18.5489712,467.7203647,11.39313633,46.28921072,-0.172056174
1,0.98972973,0,0,0,0,-0.008783784,0,34.33805621,290.3487172,16.86965899,0.238077856,0.247260223,6.104137095,-8.029894531,-1.181855802,-8.281903629,0.067208412,0.066816878,-4.582520891,1208.247015,3739.626519,705.3428965,5.125684812,1.427871768,475.0125695,-0.00016232,-1.74E-05,-8.98E-05
1,1,0,-0.014864865,0.014864865,0,0,0,48.08141538,418.5013432,17.55892752,1.012706493,1.14151683,24.63013397,7.12E-05,7.31E-05,-1.36E-05,2.92E-05,2.90E-05,7.15E-05,1640.538925,5519.84137,599.438565,18.8200654,25.17707425,832.2042682,7.476128289,47.80996639,0.324094039
1,1,0.159459459,-0.001351351,0,0,0,0,19.14593997,361.1981503,29.59879535,66.25025913,13.06050952,7.468941944,0.000997978,-0.000533707,-0.000127952,-0.000261245,0.00038173,0.000488492,621.8491965,4405.846042,508.6830947,757.4296486,372.0629728,110.4640865,0.003129322,0.01505622,-0.007685209
1,1,0,0,0.006756757,0,0,-0.000675676,52.22045148,420.3621302,18.05238531,0.00844901,0.02238491,27.31733489,-0.00029497,-0.000184964,0.000412407,-0.044659572,0.000647308,-0.000242937,1776.707619,5579.98132,603.540765,0.016681312,0.019427082,921.7563712,7.814789288,47.79924032,-0.973678887
1.035810811,1,0,0,0,0,0,0.001621622,49.6562837,405.8949227,17.15598964,0.071967914,0.078662878,26.3844625,5.67E-05,2.75E-05,0.013546162,0.379883042,-1.322375185,3.82E-05,1672.510949,5378.388952,572.0965213,0.059086764,0.069487328,886.1020756,-0.000807591,6.34E-05,-0.000372078
1,1,0,0,0.022972973,-0.007810811,0,0,25.83505792,408.1198825,14.74659865,0.02360124,0.034528011,12.96336707,0.687068731,-5.000920343,-1.519245611,0.003888886,0.007909606,-2.902132449,882.8222968,5335.798745,475.0377349,0.204583654,0.202166985,475.9369235,0.000217004,45.35531209,-0.095165647
1,0.997432432,0,0,0,0,0,0.000810811,52.1955081,422.4123539,16.95541017,0.018798246,0.018981257,27.32689504,1.55E-07,2.91E-05,0.000110498,-0.289470914,-0.006537062,1.08E-05,1776.603875,5609.030622,598.6143014,-0.045889946,-0.054615795,920.0011271,-0.000317954,-0.000178728,-0.000248341
1.169594595,1,0,0,0,0,0,-0.000810811,41.46015769,357.671153,13.8195979,0.016897695,0.014892976,22.05082059,-2.26E-05,1.22E-05,0.000451031,-0.039127071,2.816214179,-2.15E-05,1355.623629,4707.275054,466.8799745,0.002545821,-0.000246204,754.9078461,0.000210533,-1.03E-05,0.000100141
1.37027027,1.008378378,0,0,0,0,0,0,34.46567326,297.0409192,12.08256005,0.460186015,0.39529072,16.1468284,0.000214486,4.67E-05,-9.21E-06,1.34E-05,6.88E-05,6.91E-05,1061.975551,3856.028929,355.5295451,0.000258563,0.000473306,579.8920047,-0.000129591,1.66E-05,-5.65E-05
1,1,0,0,0,0.006432432,-0.009459459,0,36.67171635,303.4506569,26.81181268,0.038509256,0.042589704,16.16456008,0.259648242,-0.318623087,-5.215035659,-0.011849762,-0.011379356,-0.048960654,1219.787596,3500.229786,412.8873959,0.111170939,-0.445589971,484.1606721,0.000144751,0.000468264,0.000306508
1,0.991351351,0,0,0.012162162,0,0,0,39.46684907,421.9360051,13.60529938,0.134121762,0.148649272,19.62240997,1.21E-05,-3.12E-06,-3.53E-06,-5.16E-06,2.64E-06,4.20E-06,1338.846392,5545.754713,574.3947348,4.98E-05,5.84E-05,695.4042676,-3.87E-05,48.14690063,0.431771033
1.169594595,1,0,0,0,0.002756757,0,0,41.52174817,357.6661918,13.95241656,0.015247048,0.016963105,22.05470656,-10.24173251,-0.051543644,-0.122705211,3.77E-05,-0.000269108,-3.461796757,1357.589082,4706.923014,464.8607893,-0.82415678,-0.867229723,755.3365984,-1.13E-05,0,-5.63E-06
1.006081081,1,0,-0.021621622,0,0,0,0,51.9661141,417.8195831,17.92260801,0.019184989,0.019267773,27.29028035,4.06E-05,7.74E-05,7.22E-07,3.80E-05,2.19E-05,5.81E-05,1756.123204,5547.458854,599.8986792,0.000253402,0.00013894,916.728101,7.648502881,37.57347647,-0.07790228
1,1.001486486,-0.001351351,0,0,0,0,0,52.30713313,419.2490206,18.71323919,-0.600799278,-0.037706601,27.35486862,-3.55E-07,-5.89E-06,-1.32E-06,-4.45E-06,-7.26E-07,-3.40E-06,1779.580128,5561.524611,607.257952,-3.702387243,0.432967132,921.1521734,7.754755862,37.75229104,0.497938427
1.214189189,1,0,0,0,0,0,0,39.4375918,343.8848772,12.82013032,0.020295513,0.017759821,20.76932114,4.18E-05,1.25E-05,6.02E-06,7.71E-06,7.52E-06,1.92E-05,1275.500606,4513.831904,436.1613364,6.81E-05,-4.08E-05,716.0523724,1.48E-05,9.49E-08,7.46E-06
1.147297297,1,0,0,0,0,0,-0.000405405,42.61132557,364.9811508,14.32562274,0.016311835,0.01452255,22.7207713,7.47E-06,-7.93E-06,-0.000158786,-0.020328174,1.264908833,8.37E-06,1400.438613,4809.918382,483.1546724,0.001610996,0.000155296,775.6237089,0.000120026,-4.88E-06,5.76E-05
1,0.994189189,0,0,0,0.000918919,0,0,33.39260204,417.6725512,14.84672149,-0.028271646,0.178888387,16.66616824,4.73059896,-19.47098445,0.237746555,0.007870876,-0.086186906,-13.21005671,1108.634956,5439.309854,573.2819523,-0.040032406,-0.573703516,588.6930858,37.71563142,37.73854595,-2.917291954
1,1,0,0,0,0.001378378,-0.002027027,0,45.35001938,405.898725,18.74493847,-0.220704732,-0.471276886,22.42856211,0.555514733,-0.595289423,-1.425579475,0.12760039,0.241016843,-0.124571371,1527.371133,5255.508565,593.4297216,0.939550619,1.599195193,739.716665,0.000283762,0.001984483,0.001134123
1,1,0,0,0,0.002756757,0,0,27.75094821,410.154057,15.86129471,0.024429686,0.025029453,13.00985702,1.955657842,4.485414196,0.886175228,-0.003308454,-0.00323385,3.820313084,951.3425325,5322.485752,534.6040486,-0.021996169,0.014402655,467.4856876,-1.02E-05,0,-5.12E-06
1,1,0,0,0.004054054,0,0.002027027,0,37.21828857,397.9881316,17.4967833,0.023766496,0.023670279,14.89901813,6.994704527,0.566593462,1.925045288,-0.002635675,-0.002612878,3.276901783,1271.57168,5092.564665,559.1746817,-0.125128334,-0.13600869,546.8173207,-4.52E-07,45.19240685,-1.71E-05
1.006081081,1,-0.001351351,0,0,0,0,0,51.99812376,418.1632315,17.94147411,-0.687177956,-0.087957853,27.36779317,2.55E-06,2.82E-06,-7.13E-07,1.70E-06,1.07E-06,3.00E-06,1763.168505,5548.978066,599.6609375,-3.724940495,0.431551713,918.2989207,7.779717741,37.58471266,-0.03776899
1,0.993378378,0,0,0,0,0,-0.000540541,42.16828092,423.6102526,15.0223575,-1.597314346,-2.37847266,22.60009382,0.000225946,0.000143719,0.193453395,1.398135974,-0.081708247,0.000178566,1573.962342,5570.532178,589.403507,0.134677901,0.931975784,787.3504498,38.13421757,38.16060031,-1.980130516
1,1,-0.010810811,0,0.022972973,0,0,0,45.52405184,417.0038199,17.65191648,-5.371023807,-1.170248562,22.95521252,2.80E-06,2.86E-07,3.76E-06,1.06E-06,2.70E-06,2.52E-06,1488.644268,5442.599607,587.9168601,-71.51729984,-58.52334826,728.9165389,7.335384782,47.35177263,-1.051279441
1,1,0,0,0,0,0,-0.00027027,52.34399036,420.4467944,18.08413132,0.018611377,0.018671766,27.39304163,-5.88E-06,-6.52E-06,-6.61E-07,-0.018303633,-0.000124447,-6.33E-06,1781.349349,5581.405892,604.7753267,0.006546996,0.002390306,922.9541164,7.722544346,48.18328036,-0.027388077
1,1,0.159459459,0,0,0,0,0,22.25141211,362.6788153,29.58900523,66.16333844,13.15484403,7.872910835,-0.000267099,-0.000950264,-0.00174142,0.00217642,0.00221162,-0.000793041,736.473107,4425.88843,512.9183333,749.061488,351.8171918,122.8535961,-0.000717898,-0.001966184,-0.001342041
1,1,0,0,0.008108108,0,0,0,52.28084593,420.4111686,18.04045109,0.018664023,0.017995496,27.35707532,1.55E-06,7.19E-06,-1.06E-07,4.51E-06,7.47E-07,4.77E-06,1779.262035,5582.564497,604.6522117,3.98E-05,4.84E-06,923.6104906,7.890797262,48.34040233,0.398898335
1,1,0,0.044594595,-0.044594595,0,0,0,40.09703933,411.3258178,15.40339015,4.26148185,3.433360262,18.3561793,1.26E-05,8.73E-06,-1.47E-05,1.06E-05,1.55E-05,2.88E-05,1354.02887,5352.219632,563.2738294,89.27066131,101.8702839,645.0539951,6.554591808,46.36605157,0.890410568
1,1,0,-0.009459459,0,-0.003216216,0,0,27.07967452,412.3534968,16.08399984,0.02261172,0.02251316,13.74002206,1.722435084,-3.740106372,-0.784750949,0.002131725,0.002083976,-2.654846028,911.2314513,5357.21695,539.321001,0.007201827,-0.017347198,470.5657354,6.566847153,0,-0.001128926
1,1,0,0,0,0.015162162,0,-0.004459459,24.37669051,407.1869726,16.60320558,0.429483367,0.728187047,12.25683817,0.33840243,5.120101237,-0.492889798,-0.729349124,0.030307744,3.376921811,821.8577642,5212.645601,389.4132981,56.96940963,-6.836386208,428.6773171,-0.01684249,0.002609834,-0.007116328
1,1,0.112162162,0,0,0.001837838,0,0,23.99743,378.8959499,23.01382741,51.43093971,10.6150953,8.56221589,0.953911588,1.369910359,5.034123889,-24.36003645,-21.37285878,0.997088608,803.452618,4716.194883,516.3430503,605.1739641,306.859296,184.6563343,-0.021607602,0.023609954,0.001001176
1,0.995405405,0.140540541,0,0,0,0,0,19.88331002,365.0333218,25.34582733,62.51793552,12.4000649,7.036400152,-0.00020564,0.000132468,6.97E-05,8.67E-05,-9.23E-05,8.20E-06,676.9533534,4520.100856,499.3454552,723.4604475,356.341739,116.3306177,-6.99E-06,1.83E-05,5.64E-06
1,1,0,0.048648649,0,0,0,0.004864865,33.21851993,407.8895445,16.01704724,0.033343315,0.035581563,13.41241586,2.85E-06,3.23E-05,-0.000466794,2.320939431,1.490013708,8.12E-06,1117.076538,5175.801479,526.6592888,-0.635717447,-0.687886625,465.7165238,8.318354825,42.58676007,-2.902861983
1,1,0,0.014864865,0,-0.005054054,0,0,26.45970599,412.2838138,15.5072988,0.023506548,0.022830097,13.55663886,1.088467076,-3.789826469,-1.083176522,0.00248429,0.002453537,-2.854037284,894.7533944,5363.095748,512.0014772,0.002503497,-0.022395076,468.0643927,6.638138038,0,0.004234311
