ε11,ε22,ε12,ɣ13,ɣ23,κ11,κ22,κ12,A11,A22,A33,A23,A13,A12,B11,B22,B33,B23,B13,B12 ,D11,D22,D33,D23,D13,D12,K11,K22,K12
1,1,0,0,-0.028378378,0,0,-0.002837838,40.68028197,412.4730264,16.21114961,0.027329886,0.028307313,18.72951964,3.35E-05,0.000142008,-0.000153372,-0.703971201,-0.391341733,4.25E-05,1393.082375,5341.513916,558.8980381,0.167952669,0.210080228,648.9022625,5.64E-05,46.10643188,-0.203985631
1,1,0,-0.012162162,0,0,0,0,52.21711085,420.3902125,18.0830987,0.026284193,0.02643632,27.34231137,1.84E-05,2.69E-05,5.46E-07,1.43E-05,9.39E-06,2.37E-05,1775.523465,5580.814692,605.0437453,8.14E-05,5.94E-05,921.0336936,7.698841984,48.16249294,0.509092903
1,1,0,0,0,0.005972973,-0.008783784,0,37.29645935,311.1097037,25.96100317,0.02945645,0.041888056,16.50328629,0.25971386,-0.34214186,-4.959742192,-0.008026071,-0.01070748,-0.054835186,1241.027964,3674.898082,447.4833075,-0.010876663,-0.428713289,499.0196833,0.000170829,0.001033708,0.000602268
1,1.00472973,0,0,0,0,0,-0.003243243,49.3159031,415.2423384,19.80083998,0.027629956,0.019609581,25.57167331,0.000118038,2.13E-05,0.00309059,-3.062521044,-0.078736806,5.46E-05,1670.190275,5450.295552,590.2378976,0.131674514,0.284608645,848.7253885,0.002159352,-0.000245428,0.000956962
1,1,0,0,0,0.002297297,0,0,28.3519218,409.8281633,3.440796244,0.002975598,-0.003943008,12.46528624,2.305375866,4.613931168,6.827308327,-0.000581084,0.001770536,4.099674672,982.1720231,5245.640514,79.0453875,-0.402349143,2.000808693,440.6695955,0.001568436,0,0.000784218
1,1,0,0.010810811,0,0,0,0.001081081,52.03805585,420.2404772,18.06958502,-0.024274985,-0.026083937,27.20167103,3.54E-05,6.49E-05,0.000470655,0.304031908,-0.021988011,4.63E-05,1772.493236,5574.608228,602.1432718,-0.032149062,-0.02553388,917.9505,7.783583028,37.82178949,0.007019804
1,1,0,0,0,0,-0.007432432,0.001486486,33.00243479,311.8748209,21.38446463,1.115508879,2.19075635,7.532319487,-8.554463255,0.26615836,-4.095404855,0.249518833,0.735963226,-3.225271426,1146.70221,3708.015437,406.7447859,192.8904818,89.32650972,400.8911355,-0.000357117,1.25E-07,-0.000178496
1,1,0.187837838,0,-0.005405405,0,0,0,20.95602766,353.0046314,34.23502237,73.28962977,14.27570119,8.703708735,0.017702903,0.00214881,0.046761473,-0.023257225,-0.115742536,0.006513939,673.4506707,4245.27002,573.049298,805.1559836,291.684335,36.85108252,0.001642012,-0.000465833,0.001107123
1,0.996621622,0,0,0.005405405,0,0,0,52.35819803,423.0470697,16.59671747,0.111365804,0.045033968,27.48586652,-5.19E-07,3.22E-06,2.40E-06,1.66E-06,6.86E-07,-5.29E-08,1782.014474,5627.206851,599.3503436,-1.87E-05,-4.00E-07,926.3764889,7.648800283,50.98539872,7.089884276
1,1,0,0,0.048648649,0,0,-0.004864865,32.88740284,398.3360983,14.61715619,0.030463264,0.030516286,10.71046799,1.01E-05,3.50E-05,-2.79E-05,-1.64247544,-0.969429866,1.08E-05,1161.825718,5129.694725,520.3052627,0.148552928,0.176561972,463.4451353,-0.000201756,44.38263027,0.004326034
1,1.00027027,0,0,-0.017567568,0,0,0,51.78526249,419.7055532,17.98165628,-0.10518095,0.014572356,26.95074657,1.74E-06,2.46E-05,-8.79E-07,1.14E-05,1.53E-07,1.30E-05,1761.516096,5581.856642,603.8481497,1.63E-05,-5.55E-05,923.2575197,7.674739633,47.64054001,3.754835379
1,1,0,-0.006756757,0,0,0,0.000675676,52.27864814,420.4094036,18.08069956,0.018864408,0.018789382,27.36481178,8.89E-06,1.49E-05,0.000126257,0.189346852,-0.022807632,1.20E-05,1778.574334,5579.249947,603.9000145,-0.017085043,-0.008311046,921.4855726,7.742546976,48.14479275,0.001062286
1.043243243,1,0,0,-0.014864865,0,0,0,49.14298171,403.038319,17.27130744,0.097556402,0.105934382,26.16791644,1.03E-05,-4.17E-06,-5.28E-06,-6.01E-06,-3.01E-06,-2.86E-06,1652.720849,5340.150196,566.7796945,-8.38E-05,9.98E-05,879.7545905,36.0074386,46.34485421,1.68923173
0.857432432,1,0,0,-0.048648649,0,0,0,2.133630537,458.6000967,0.256232345,0.571610932,0.054164988,-1.519628103,3.71E-05,0.000289241,0.000396605,0.000141996,3.63E-05,0.000230588,103.3922984,5512.956791,186.5033886,0.047151629,-0.057821094,-20.21132135,-0.507750013,56.78351373,-0.210095128
1,1,-0.058108108,0,0,0,0,-0.002972973,36.33725345,402.79358,18.7476458,-28.81494717,-5.837210158,16.22805113,-6.558771931,-4.990455183,-11.83252003,-26.40231408,-21.51557247,-4.98719294,1234.101343,5186.556351,549.8617947,-293.589367,-147.596141,534.7807917,-0.002791057,-0.003794891,-0.003292974
1,1,0,0,0,-0.006432432,0,0.001891892,26.08014535,406.9846514,14.75452746,0.845060996,0.574721692,12.80856002,0.840992836,-5.297515869,-0.878842826,0.798390644,0.042718307,-2.915210678,903.8705553,5208.888056,458.1146534,16.90129438,-1.157541379,468.5336441,0.002409139,0.00136236,0.001885749
1,1.009189189,0,0,0,0,0,0,52.01904646,412.825654,21.79506827,0.020048343,0.017924458,26.9919022,2.52E-06,2.41E-05,9.78E-08,9.16E-06,1.83E-06,1.23E-05,1768.123718,5456.516281,618.5767579,9.87E-05,1.09E-05,908.9823349,5.31E-07,0.000904269,0.0004524
1.295945946,1.004324324,0,0,0,0,0,0,36.39701703,318.0809715,12.46199871,0.062031585,0.037150503,18.34158437,-1.63E-05,-7.53E-05,7.67E-06,-2.31E-05,-1.05E-05,-9.98E-05,1149.684289,4150.667439,391.1110287,-0.000186359,-1.24E-05,642.8542718,-1.63E-06,1.13E-06,-2.46E-07
1.191891892,1,0,0,0,0,0,0,40.40967167,350.6534456,13.30639914,0.016479134,0.013448621,21.39544806,5.07E-05,-3.62E-05,-6.17E-06,-1.06E-05,5.97E-06,-6.34E-06,1314.291395,4608.915566,451.2359918,-2.16E-05,5.10E-05,735.3051008,5.85E-05,-6.22E-07,2.89E-05
1,1,0,0,0.006756757,0,0.003378378,0,33.61767637,376.5473662,16.34501955,0.038552938,0.039320581,10.89498319,8.488530637,0.374512735,3.735763654,-0.009342676,-0.010072477,3.61818587,1170.500425,4853.999538,507.1705387,-0.136811171,-0.105371019,497.4689092,37.50508528,41.86963248,0.682823512
1,1,0,0,0.012162162,0,0,0.001216216,49.52328392,419.6371625,17.86036957,0.047461303,-0.037216107,25.91328326,-0.001798852,-9.81E-05,0.005482386,0.448325961,0.175553417,-0.000918793,1686.465065,5557.37006,597.2196569,-0.138676554,-0.455491229,880.0974296,7.801477131,48.31066321,2.961087871
1,1,0,0,-0.041891892,0,0,0,41.07984183,413.7621984,14.05385153,0.057063545,0.05766078,19.17489567,1.12E-05,-0.000105036,3.21E-06,-6.32E-05,-7.38E-06,-3.67E-05,1390.976491,5391.001532,540.1970126,-0.00014921,0.00020556,660.0212567,-6.22E-05,46.56280336,0.001392378
1,1,0,0.025675676,0,0,0,-0.002567568,45.03285311,416.1354402,17.3501637,0.072127221,0.075866685,22.22729128,-1.23E-06,8.52E-06,-0.00065957,-0.534607885,-0.164592648,1.85E-05,1386.25451,5400.766005,576.7650576,0.113826657,0.213277438,676.499167,7.746075066,45.63231966,-0.149273922
1,1,0,0.017567568,0,0.005972973,0,0,26.19666414,412.1921049,15.32899928,0.023269022,0.022870282,13.48257006,0.916570267,3.824343974,1.209648599,-0.00270266,-0.002920557,3.414438693,887.2838491,5362.30993,499.3974388,-0.002426426,0.022781478,466.3479087,7.004460195,0,0.001722893
1,0.994189189,0,0.002702703,0,0,0,0,52.25853272,424.807993,15.50522191,0.022744151,0.024052023,27.27703034,-1.70E-06,2.04E-05,-1.40E-06,1.04E-05,-1.73E-06,8.65E-06,1783.541257,5654.897821,595.3020624,2.89E-05,-1.25E-05,924.7087138,7.756412057,-0.00047731,0.261377
1,1,0,0.012162162,0,0,-0.006081081,0,33.30043363,333.827203,19.52423603,0.026621835,0.025630397,8.333382903,-8.454266293,0.141394878,-5.391012725,0.003110686,0.004192624,-3.043557694,1191.870669,4318.371906,470.8187602,0.092130209,0.027249783,498.7584452,-0.00032962,4.32E-05,-0.002002671
1,1,0.178378378,0,0.004054054,0,0,0,22.07436599,355.9111167,32.65460255,71.01114037,13.85959499,8.767954631,0.000462835,-0.00114065,0.090900166,0.02541764,-0.02754085,-0.004977928,696.9777576,4282.062329,592.4059111,797.3982156,266.176203,15.33265406,-0.00189733,0.002060194,0.003942064
1,0.989324324,0,0,0.018918919,0,0,0,35.48790804,420.5432599,11.66207856,-0.156701134,-0.071961902,16.47672992,-3.25E-05,-5.59E-05,1.11E-05,-2.26E-05,-8.71E-06,-4.50E-05,1237.067225,5466.067343,548.3146029,-0.000405071,-0.000109044,623.9875834,6.82E-05,47.60975994,-2.683984038
0.902027027,1,0,0,-0.040540541,0,0,0,2.591926454,437.5551147,5.432249284,0.220093091,0.223917315,-2.04284193,0.000643121,-0.000105998,0.000403896,-3.31E-05,-0.000454435,-0.000150081,122.7218923,5286.677975,246.4120181,-0.012098167,0.006237488,-31.01941529,0.024997937,53.99862497,-0.005376433
0.87972973,1,0,-0.044594595,0,0,0,0,2.32215713,446.0323173,10.4528634,0.030888597,0.033288395,-2.255522991,-0.002782451,0.000647862,0.000566519,-1.87E-05,-9.93E-05,0.001106574,107.7158554,5348.072943,364.7753338,0.000258551,0.000123635,-40.3045535,4.523874617,-1.69E-05,0.006157179
1.377702703,1,0,-0.045945946,0,0,0,0,34.75178499,302.1128042,9.717353753,0.26374775,0.159460203,16.96796136,-3.25E-05,6.30E-05,-1.77E-05,9.52E-06,1.44E-05,4.46E-05,1064.801042,3886.855877,342.5815036,0.000438739,0.000476836,588.202872,6.3956346,27.3692934,-0.522956169
1,1,0,0,0.016216216,0.005513514,0,0,26.53680827,408.6548343,14.90949815,0.026275886,0.026331455,12.79501497,0.979551537,4.924033562,1.325647891,-0.003700716,-0.003832402,3.487733026,912.086388,5325.951059,494.0595821,-0.656293711,-0.633355632,468.9323578,-0.000590299,46.25517737,-0.035805851
1,1,0.244594595,0,0,-0.004594595,0,0,21.88865415,338.4707541,44.28939984,84.48397851,16.33715697,12.33862627,0.334855,-0.369799368,24.35353986,47.36120737,11.4324507,-0.116661392,737.3407607,4040.081986,609.6869085,881.5381628,319.1160679,158.9812931,-0.155957053,0.033996631,-0.060980211
1,0.988918919,0,0,0.02027027,0,0,0,35.1917349,419.6871853,11.18304127,0.040598156,0.039823136,15.86337456,-3.12E-06,1.50E-05,1.32E-06,-3.92E-06,-1.24E-06,-4.93E-06,1203.352171,5427.095568,541.2441774,-0.000191793,-4.72E-05,590.0960583,2.42E-05,47.82255053,0.00152891
1.318243243,1,0,0.035135135,0,0,0,0,35.98358988,314.7427294,10.72956976,0.037556523,0.034402719,18.00862236,-0.000102502,0.000157202,-1.13E-05,1.43E-06,-9.81E-05,7.29E-06,1127.024044,4100.957039,373.3481295,0.000180539,-0.000468013,633.0368418,6.834720815,0,0.019825179
1,1,0,0.009459459,0,0,0,0.000945946,52.18739342,420.356566,18.07484937,0.016126195,0.015808142,27.31786202,3.07E-05,5.69E-05,0.000359689,0.270193581,-0.025031353,4.42E-05,1775.098017,5576.531457,602.8481299,-0.025783198,-0.016900631,919.4958469,7.767782901,37.82458115,0.008945286
1,0.988513514,0,0,0,0,-0.010810811,0,34.11713222,268.2099118,22.3107584,0.103644669,0.053731184,5.909944884,-8.051529846,-0.8467431,-7.643487131,0.054272393,0.022918932,-4.176817908,1192.678901,3260.174389,397.7603176,0.611709708,0.199719993,453.0176777,35.64382871,35.65147063,42.9851282
1.191891892,1,0.064864865,0,0,0,0,0,40.31648062,343.4602419,15.8819914,21.84997351,0.307126433,21.95993685,7.82E-05,-1.70E-05,-4.70E-06,-2.72E-05,3.90E-05,-1.13E-05,1313.724213,4563.058521,465.99423,147.9557128,-13.19921307,741.4490974,4.12E-05,2.99E-05,3.55E-05
1,1,0,0.012162162,0,0,0,0.001216216,52.02681992,420.2718478,18.06206879,0.016745007,0.016431347,27.23144247,4.48E-05,5.60E-05,0.00061726,0.334397113,-0.014849064,5.46E-05,1768.801477,5572.052837,601.2592318,-0.042650721,-0.043507674,915.6842058,7.798396195,48.12214896,-0.014972808
1,1,0,0,0,-0.011027027,0,0,25.49829044,407.126016,15.67889054,-0.803955001,0.20604876,12.47499573,0.459728486,-5.033414896,-1.596375015,-0.138378549,0.227729478,-2.67904905,855.976435,5357.794428,454.5529773,-0.870725057,1.414386521,478.7342747,35.57603323,35.75139994,13.14446179
1,0.992972973,0,0,0,0,0,-0.000675676,37.73440213,420.7395849,14.71558499,-0.276171698,-0.442227972,18.82003973,0.000374736,0.000169775,0.035703091,2.558080776,0.004238642,0.000261025,1291.611665,5463.549664,583.3185059,0.272770329,0.86580781,613.5329667,0.000440736,-0.000843742,-0.000201503
1,1,0,0,0,0,-0.002702703,-0.000540541,35.3217415,386.829748,17.18936033,-1.069810125,-1.189283864,12.27492778,-7.784078548,0.510818729,2.721976234,0.342877841,0.025377475,-2.555052115,1220.567423,4966.564482,537.1477318,-21.71440045,-31.31471946,511.1633869,1.23E-06,-3.57E-06,-1.17E-06
1,1,0,0,0,0.006432432,0,0,26.2325902,408.3258521,15.25463645,0.021406269,0.020888636,12.8624361,0.839128368,5.003650931,1.262897108,-0.002084903,-0.001059166,3.401204173,899.9713952,5330.641222,496.2222453,-0.003815071,0.02872115,473.1769488,3.34E-05,0,1.67E-05
1.243918919,0.988513514,0,0,0,0,0,0,38.76168049,343.4640373,7.994000258,0.022050995,0.016412189,20.61009532,2.41E-05,4.37E-05,-2.32E-06,-4.10E-06,-4.49E-06,-3.97E-05,1242.733271,4517.485594,400.6740481,-4.28E-05,-8.07E-05,712.279869,-8.27E-05,-7.37E-07,-4.17E-05
1,1,-0.086486486,0,0,-0.011486486,0,0,25.13694659,398.2778848,18.78923153,-36.27758278,-2.100765814,14.34327924,0.454913819,-5.536390827,109.8030614,39.02009016,1.137802643,-2.953965231,871.3508297,5085.440728,389.5270473,-313.7429813,-18.27255273,475.3346772,9.243720276,43.03634025,-2.700832538
1,0.993783784,0,-0.004054054,0,0,0,0,52.01647895,425.0213297,15.3143913,-0.024598476,-0.023152711,27.12421444,-4.68E-06,-1.55E-05,-2.94E-06,-7.28E-06,-5.36E-06,-1.09E-05,1779.666321,5659.416481,594.5812026,-4.42E-05,-2.38E-05,923.2721002,7.49698328,-0.002344966,0.115894689
1,1,0,0,0,-0.009189189,0,0.002702703,25.53151784,405.68614,13.33677068,0.272793027,0.479300125,12.72858811,0.57720068,-5.592915586,-0.959209191,0.71538602,0.034157721,-2.964988643,873.122394,5173.449175,374.6318771,0.377202359,-4.443047856,459.9726007,0.001324967,0.004361321,0.002843144
1.102702703,1,0,0,0,0,0,-0.000405405,45.17361887,380.4166356,15.39933437,0.016374274,0.015372137,24.1172236,2.00E-05,8.38E-06,0.000328284,-0.021598743,0.933014712,1.39E-05,1499.278375,5026.564149,517.5642743,0.000978477,-0.001063655,818.66479,-0.00060062,-0.000289844,-0.000445232
1,1,0,0,0,0.012864865,0,0,19.17298666,432.6595423,16.02653206,11.89501897,-2.78446807,22.16562936,0.707236453,2.674096011,1.758034633,-0.994524885,3.855836927,6.957650539,845.8742233,5352.382777,437.7435412,-6.268102382,24.30283938,500.301992,11.41844083,44.21294751,0.840507342
1,1,0,0,-0.036486486,0,0,-0.003648649,36.5372716,407.2236526,15.44738252,0.029353088,0.029691272,14.82345274,2.02E-05,-3.43E-06,-0.000107414,-1.117996128,-0.681466787,3.47E-06,1270.635308,5243.47266,537.7790975,0.307267003,0.392711694,553.4888923,-5.40E-05,45.43537202,-0.000582998
1,1,0,0,0.022972973,0,0,-0.002297297,42.20030947,414.4713348,16.64253579,0.02512271,0.026249466,20.19240231,2.76E-05,2.67E-05,0.000152577,-0.497385114,-0.264627469,6.04E-05,1439.954891,5387.156304,569.6530105,-0.057170658,-0.01626319,688.4119959,8.064260044,46.55044946,-0.781037424
1.013513514,1.001081081,0,0,0,0,0,0,51.33640457,414.0560969,18.16837323,0.021256506,0.021617853,27.00752068,-1.31E-05,5.65E-06,-1.97E-06,2.99E-06,-7.84E-06,-3.75E-06,1738.909003,5492.334503,594.7300463,3.24E-06,-3.56E-05,909.2519842,-0.000237768,0.000109038,-6.44E-05
1,1,0,0,0.008108108,0,0,0.000810811,52.06115882,420.2516615,17.98238133,-0.047951375,-0.016435648,27.2050404,-0.00013271,0.000613394,0.001200374,0.239571892,-0.008769199,0.000225295,1771.718099,5578.825711,602.7870779,-0.019753017,-0.04237077,920.0342696,7.167402945,47.54996272,-2.300861806
1,1,0,0,0,0,-0.001351351,0.00027027,40.86599588,409.108003,17.84866581,0.308274089,0.400594233,19.22691547,-5.453663594,0.473492086,-1.156377372,0.071932568,0.158201003,-1.326227149,1364.767791,5233.923122,580.2978626,7.194576142,9.566143655,619.1412499,-0.000143018,0.001505537,0.00068126
1.006081081,1,0,0,0,0,0,0.002162162,51.69479913,417.7902078,17.91550996,0.022022383,0.020380975,27.17029341,-6.63E-06,2.71E-05,-0.003242168,0.496695768,-0.162213758,8.30E-06,1752.765691,5532.183366,592.4067652,-0.064357897,-0.045952878,909.4691773,-0.000975202,0.000114471,-0.000430365
1,0.998243243,0,0,0,0,-0.005405405,0,33.82833868,345.8686924,13.99010421,0.111964097,0.11142319,10.0984479,-8.318373054,-0.217202131,-6.341195572,0.042097845,0.043409506,-3.440575776,1192.715218,4483.546242,443.165977,0.207573211,-0.007995504,517.9715088,20.9518467,-0.062781331,52.64852432
1,1,0,-0.009459459,-0.009459459,0,0,0,52.26779679,420.4412813,18.30458929,0.140537728,0.191959063,27.39838975,1.21E-05,8.21E-06,-8.23E-07,3.38E-06,5.38E-06,9.22E-06,1774.012742,5581.638382,604.6057702,-0.681017388,-0.378257406,921.7458916,8.18457196,48.08815825,0.208582365
1,1,0.008108108,0,0,0,0,0.002027027,48.12375559,418.6215661,17.85045876,4.125114417,0.974857263,24.91806443,-1.712932637,-0.74515603,-0.313882265,2.066288735,1.06631343,-1.056662504,1629.25992,5504.793332,588.9308054,42.42210799,27.09582051,827.0485692,7.989085717,0.000207179,0.296727591
1.020945946,1,0.017567568,0,0,0,0,0,50.80713658,411.0538822,17.76418929,7.450554624,0.140058181,26.81382553,1.73E-05,4.10E-06,1.68E-05,6.20E-06,1.46E-05,9.95E-06,1717.989187,5461.235966,587.9085,47.68284903,-5.431301434,904.0974738,-0.000330322,-8.76E-05,-0.000208976
1.325675676,1,0,0,0.036486486,0,0,0,35.77859615,313.393302,11.3871203,-0.029185619,0.075328175,17.86477164,-4.79E-05,5.11E-05,1.54E-05,-2.36E-06,-3.22E-05,1.25E-05,1119.815668,4085.007573,369.4387423,0.001413783,0.000147781,627.7799314,28.09470419,32.58906162,-8.685252956
1,1,0,-0.044594595,0,0,0,0.004459459,34.0510534,408.9255743,16.10594648,0.022847936,0.023254514,14.167982,4.53E-05,7.81E-05,-2.61E-05,2.18201893,1.446636446,2.41E-05,1144.762008,5201.645109,530.3929633,4.221799004,4.213531307,485.9484385,8.209709295,1.21E-05,0.000596933
1.177027027,1,0,0,0,0,0.00472973,0,40.7430149,318.8662683,16.39929349,0.025096817,0.023047579,19.59666703,11.49826596,-0.407741518,2.584049391,0.006655416,0.002694267,-11.99284925,1331.517955,4162.016146,439.5650698,-2.483836267,-2.611614229,691.4637609,-7.80E-06,2.89E-05,1.05E-05
1,1,0,0.014864865,0,0.005054054,0,0,26.45937379,412.2789499,15.50956682,0.022389075,0.022648563,13.55744492,1.08852227,3.79012633,1.082303245,-0.002361298,-0.002305964,3.457557277,894.6986167,5361.578207,512.0656033,-0.001770684,0.023532498,467.4847548,6.602227708,0,-0.00254535
1,1,0,0,-0.012162162,0,0.006081081,0,31.94979231,335.0082828,18.61166476,0.018430744,0.019697911,8.199592796,9.108965107,0.090014595,5.671227093,-0.001900842,-0.001353115,3.482160587,1112.359291,4306.234674,469.9660703,-0.409769673,-0.310023619,474.8959565,7.20E-07,38.79496747,-0.008627281
1.199324324,1,0,0,0,0,0.006756757,0,39.32588729,288.8328276,17.84479899,0.005678328,0.014691852,17.48773741,32.73707404,-0.311771142,3.443926464,-0.002168688,-0.000965615,2.560780371,1276.761097,3631.171639,389.581634,-0.09211572,-0.014132396,613.3210387,1.42E-06,7.12E-05,3.63E-05
1,1,0,0,0.044594595,0,0,0,40.7639763,413.4412755,13.55108543,0.061046685,0.061758543,18.8986875,6.71E-07,2.00E-07,6.69E-06,2.64E-06,1.86E-06,2.83E-07,1380.948438,5384.8951,533.291678,-9.37E-05,3.73E-06,654.8545858,5.90E-05,46.48487145,-0.032204045
1,1,0,0,-0.05,0,0,0.005,32.63823402,397.2455006,14.55339705,0.030582699,0.03136254,10.37715852,-3.99E-05,5.08E-05,-5.27E-05,2.517941888,1.609215197,1.80E-05,1154.56977,5119.652897,519.2297208,-0.286131166,-0.29653591,457.192599,3.43E-05,43.92440605,-0.194228883
1,1,0,0,-0.005405405,0,0.002702703,0,34.644615,386.4922492,16.83684748,0.031323808,0.030274177,11.86728469,8.072929258,0.528964108,2.861182379,-0.005915288,-0.005938519,3.655720005,1199.451384,4963.30415,530.7126485,-0.122928588,-0.090571345,502.5495595,1.12E-06,43.42530532,0.001314238
1,1,0,0,0,-0.007351351,-0.010810811,0,25.81903675,279.0136784,22.72683293,0.018061408,0.026363672,8.033295651,0.708496286,0.026641212,-8.21835419,0.006740133,0.006075903,0.241793973,897.49737,3219.115626,218.2171492,0.734930204,0.042458864,456.3003624,0.001741145,0.002077214,0.001909179
1,0.982432432,0,0,0,0,0,-0.004189189,21.59328948,409.2124179,6.16325385,0.033622667,0.033301738,2.520872678,-4.92E-05,0.000172601,-2.72E-05,48.03931469,-1.458175685,0.00026041,743.0733105,5059.902947,474.5359613,-0.170376218,0.015687345,151.9847582,-9.87E-05,0.000114011,7.64E-06
1.236486486,1,0.008108108,0,0,0,0,0,38.54846571,337.2114757,12.38354738,2.839916881,0.134870252,20.15525324,-7.77E-05,-1.76E-05,1.27E-05,5.54E-06,1.23E-05,6.82E-06,1239.368684,4421.435865,421.8814248,18.34335033,-1.531586513,697.4705118,-4.47E-06,-4.08E-05,-2.26E-05
1.050675676,1,0.055405405,0,0,0,0,0,48.56340502,394.0920402,18.99859663,22.14786522,0.461831476,26.60864365,-4.46E-05,-1.12E-05,5.82E-05,1.97E-05,-9.16E-06,-3.91E-05,1631.585588,5260.054516,573.6820208,143.733109,-15.66044486,877.5888306,35.8085772,35.9292243,-3.805785674
1.117567568,1,0,0,0,0,0,0,44.28109432,375.1458936,15.03129731,0.01639934,0.016686497,23.64381103,-4.29E-06,-8.88E-06,-2.61E-06,-3.36E-06,4.34E-06,1.34E-05,1464.934297,4952.655656,505.7981816,2.79E-05,1.56E-06,804.0910122,1.13E-05,-6.43E-08,5.60E-06
1,0.997027027,0.102702703,0,0,0,0,0,23.40705842,378.2655174,20.97062417,49.69158257,10.57054869,7.862613895,7.13E-05,3.22E-05,-8.58E-05,-4.65E-05,2.51E-05,9.65E-05,781.2319075,4776.661812,494.2808647,576.7962597,316.3182094,201.2130525,0.036030685,-0.063992381,-0.013980848
1,1.001891892,0,-0.022972973,0,0,0,0,51.74679183,418.6472385,18.87384063,0.01823203,0.018043077,27.07785386,6.34E-05,0.000113963,-5.96E-07,6.29E-05,3.34E-05,8.92E-05,1756.677512,5551.394773,608.0647075,0.000324906,0.000203428,911.7448527,7.599274666,46.74053591,0.772233729
1,1,0,0,0.014864865,0,0,-0.001486486,45.06126144,417.031937,17.10413259,0.803501179,0.669120702,22.7538125,0.171317526,0.11409222,-0.045970409,-0.166725793,-0.018730414,0.141609107,1558.408187,5510.384211,590.5817698,0.203320291,0.330425582,806.2651684,7.714888727,47.45069644,0.187877107
1,0.995405405,0,0,0,-0.000459459,0,0,38.81570151,420.0252412,15.76479657,-0.114416433,-0.214798296,20.22079873,6.305650524,9.270485005,-0.101805954,-0.066448197,-0.110910773,9.358579252,1328.454202,5482.232032,585.7538852,-0.772576097,-1.065929972,676.5622861,-0.000123724,-0.000473373,-0.000298549
1.087837838,1,0,0,0,0,0.003378378,0,45.73409373,361.390018,17.52376368,0.017142492,0.01690932,22.83322197,12.56241084,-0.497060753,2.048644212,0.000210638,-0.00041306,0.097096181,1523.465604,4738.091932,516.6590109,-0.020777955,-0.01696172,782.0743475,4.30E-05,-6.73E-05,-1.21E-05
1,1,0,0.021621622,0,0.007351351,0,0,25.69479233,411.6205241,15.18634836,0.021024298,0.021200057,13.34599943,0.742509672,4.010630582,1.533552228,-0.002213545,-0.002595118,3.381050078,881.2174387,5249.887641,462.1997526,0.006884085,0.022775099,462.7557719,6.986033322,0,-0.011236315
1,1,0,0,0,-0.011945946,0,-0.003513514,20.34556099,420.1864014,8.403037296,3.038549074,-6.719109938,17.69434471,0.614744686,-2.597757747,1.417692035,-2.434958222,0.717174804,-5.056904046,844.9531239,5326.902714,439.0258118,-40.73435861,1.378213529,459.2612021,11.10550638,42.78325472,-1.557690892
1,1.008783784,0,-0.045945946,0,0,0,0,49.90475055,412.8186483,21.61454089,-0.165421114,-0.187575898,26.28026533,0.000236888,0.000224558,1.51E-05,0.000125628,0.000127959,0.000234928,1698.609699,5442.84633,618.0502657,0.00075448,0.000762792,878.2925333,7.700356137,0.000831171,0.91663853
1,0.984864865,0,0,0,0,0,-0.003378378,21.99185112,408.517288,7.763757119,-0.027663069,-0.02274679,2.823230636,0.056305672,0.065012051,0.001643611,37.75509215,-1.31893426,0.059879158,759.2955824,5044.048134,482.713495,-0.233765121,-0.071388851,148.9716707,0.129931798,16.35155607,-24.70591606
1.340540541,1,0,0,0.039189189,0,0,0,35.44527809,309.7435725,11.20097943,0.44324029,-0.097904034,17.50825649,-3.16E-05,-8.93E-05,-3.80E-06,-2.70E-05,-1.29E-05,-3.55E-05,1102.924524,4032.745956,361.4977493,3.66E-05,-0.000185555,616.3760853,27.77082561,31.88056454,36.19553004
1,0.983648649,0,0,-0.037837838,0,0,0,22.81296771,414.2613606,3.288338978,-1.422734228,-0.91434129,5.950343106,7.60E-06,3.17E-05,8.72E-06,9.40E-06,2.17E-06,2.11E-05,860.4664043,5318.681112,419.526209,0.000895613,7.00E-05,362.2369845,-0.011105726,47.33259551,9.920376752
1,1,0,0,0.004054054,0,0,0,52.34228254,420.4632838,18.07449644,0.030293451,0.023731873,27.4021618,-9.65E-08,-2.80E-07,-5.28E-07,-7.18E-07,-2.94E-07,-7.90E-07,1781.005712,5581.948688,604.8758684,4.11E-06,4.15E-06,923.2353591,7.742204421,48.13298676,-0.125511146
1.37027027,1,0,0,0,0,0,-0.004459459,34.8174705,301.8313149,9.994400299,-0.015736609,-0.013705203,16.57947248,-7.28E-05,3.73E-05,-0.001040895,-0.440970854,22.86234821,-7.40E-05,1067.202184,3927.664826,347.4463602,0.022001477,0.015283874,588.3849539,-5.93E-05,-6.01E-06,-3.27E-05
1,1,0,0,-0.004054054,-0.001378378,0,0,34.13950005,414.7433325,17.59130216,0.201942368,0.528936534,17.95100792,2.976733408,-2.641198364,-0.142084508,0.098875465,0.247605194,-1.288727503,1105.698576,5401.873113,589.3733801,0.677746669,1.584007727,584.5510428,7.438126271,47.35248314,-0.065784163
1,0.992162162,0,-0.009459459,0,0,0,0,34.61904933,419.6869909,14.33306343,0.115925118,0.11591065,16.72220782,1.41E-05,-2.53E-05,-4.82E-06,-1.49E-05,4.31E-06,-5.02E-06,1115.787623,5473.691634,587.8946028,-0.000116275,3.74E-05,549.8070437,7.166272619,-0.000802623,0.332794922
